#{"t_start": 1616761261.110914, "env_id": "CartPole-v1"}
r,l,t
9.0,9,10.328244
9.0,9,10.339554
12.0,12,10.350488
9.0,9,10.358079
9.0,9,10.366887
11.0,11,10.380569
12.0,12,10.394281
10.0,10,10.405576
10.0,10,10.418436
10.0,10,10.428073
11.0,11,10.44499
10.0,10,10.459102
9.0,9,10.468758
10.0,10,10.480141
9.0,9,10.494046
10.0,10,10.504421
8.0,8,10.511232
11.0,11,10.522413
8.0,8,10.535865
10.0,10,10.544886
12.0,12,10.555874
8.0,8,10.564386
10.0,10,10.577737
9.0,9,10.585529
14.0,14,10.604859
9.0,9,10.614414
10.0,10,10.625185
10.0,10,10.638865
9.0,9,10.649742
10.0,10,10.662669
10.0,10,10.673576
10.0,10,10.687446
10.0,10,10.697618
9.0,9,10.707602
12.0,12,10.72293
11.0,11,10.739347
10.0,10,10.749543
10.0,10,10.762119
11.0,11,10.774721
11.0,11,10.786064
12.0,12,10.800062
12.0,12,10.817353
12.0,12,10.831586
12.0,12,10.843542
9.0,9,10.852403
9.0,9,10.861266
10.0,10,10.873081
10.0,10,10.884573
10.0,10,10.89856
10.0,10,10.907074
11.0,11,10.927041
10.0,10,10.938257
14.0,14,10.952211
10.0,10,10.962739
10.0,10,10.972448
8.0,8,10.980676
8.0,8,10.987295
9.0,9,10.995716
9.0,9,11.004463
11.0,11,11.015272
11.0,11,11.026447
10.0,10,11.037153
10.0,10,11.050046
11.0,11,11.063424
11.0,11,11.07338
11.0,11,11.088517
9.0,9,11.098305
11.0,11,11.11012
8.0,8,11.120106
10.0,10,11.13258
9.0,9,11.141995
9.0,9,11.151506
9.0,9,11.16013
10.0,10,11.169868
9.0,9,11.180136
9.0,9,11.18712
9.0,9,11.196463
11.0,11,11.203648
11.0,11,11.21512
9.0,9,11.22208
8.0,8,11.228726
11.0,11,11.241963
11.0,11,11.256315
11.0,11,11.268821
8.0,8,11.279796
9.0,9,11.289351
11.0,11,11.302905
9.0,9,11.31323
9.0,9,11.323734
10.0,10,11.337535
10.0,10,11.348857
10.0,10,11.362543
9.0,9,11.375675
9.0,9,11.384707
9.0,9,11.392332
10.0,10,11.402251
11.0,11,11.413773
10.0,10,11.42206
9.0,9,11.429726
11.0,11,11.44478
10.0,10,11.459861
11.0,11,11.470433
9.0,9,11.486165
9.0,9,11.495221
10.0,10,11.505664
10.0,10,11.519204
9.0,9,11.529473
10.0,10,11.544407
9.0,9,11.55475
9.0,9,11.56627
10.0,10,11.579273
9.0,9,11.588551
8.0,8,11.598525
10.0,10,11.606858
8.0,8,11.613675
10.0,10,11.623009
8.0,8,11.629757
10.0,10,11.638552
10.0,10,11.651455
9.0,9,11.663177
10.0,10,11.671993
9.0,9,11.681424
9.0,9,11.691
11.0,11,11.703214
9.0,9,11.71289
10.0,10,11.730144
9.0,9,11.739861
11.0,11,11.752987
10.0,10,11.764222
10.0,10,11.777693
9.0,9,11.787526
9.0,9,11.797029
10.0,10,11.807721
10.0,10,11.816321
8.0,8,11.823436
10.0,10,11.833983
9.0,9,11.847029
12.0,12,11.858353
9.0,9,11.86539
10.0,10,11.879734
9.0,9,11.892747
10.0,10,11.904029
9.0,9,11.918886
8.0,8,11.931097
10.0,10,11.943806
11.0,11,11.958932
10.0,10,11.970361
9.0,9,11.982308
9.0,9,11.992087
9.0,9,12.004328
8.0,8,12.014103
11.0,11,12.026082
10.0,10,12.036497
10.0,10,12.050864
10.0,10,12.059581
10.0,10,12.069683
8.0,8,12.077863
10.0,10,12.090587
10.0,10,12.103282
10.0,10,12.115129
12.0,12,12.129089
9.0,9,12.141349
11.0,11,12.15307
10.0,10,12.164999
11.0,11,12.180045
10.0,10,12.189907
10.0,10,12.205551
10.0,10,12.215335
9.0,9,12.225033
10.0,10,12.237357
10.0,10,12.24763
11.0,11,12.258384
10.0,10,12.26861
10.0,10,12.277325
9.0,9,12.28538
8.0,8,12.293568
8.0,8,12.301059
10.0,10,12.310039
10.0,10,12.319774
10.0,10,12.332221
8.0,8,12.339268
8.0,8,12.346708
10.0,10,12.357802
11.0,11,12.370455
10.0,10,12.384435
9.0,9,12.397291
9.0,9,12.41089
10.0,10,12.423113
11.0,11,12.433783
8.0,8,12.444558
9.0,9,12.456302
10.0,10,12.465833
10.0,10,12.478571
9.0,9,12.489074
9.0,9,12.498416
10.0,10,12.508878
10.0,10,12.518423
9.0,9,12.529436
9.0,9,12.539398
9.0,9,12.546931
8.0,8,12.556643
10.0,10,12.567849
8.0,8,12.577564
10.0,10,12.589519
9.0,9,12.599001
8.0,8,12.60892
9.0,9,12.619124
10.0,10,12.632639
10.0,10,12.645823
9.0,9,12.658851
10.0,10,12.669207
12.0,12,12.684318
10.0,10,12.700558
9.0,9,12.707767
9.0,9,12.71692
9.0,9,12.729314
10.0,10,12.743141
11.0,11,12.754801
10.0,10,12.762915
10.0,10,12.772931
9.0,9,12.783083
9.0,9,12.792798
11.0,11,12.807535
9.0,9,12.822007
8.0,8,12.830939
10.0,10,12.846826
10.0,10,12.856714
9.0,9,12.865997
9.0,9,12.879759
10.0,10,12.891175
9.0,9,12.900463
9.0,9,12.911335
11.0,11,12.920525
9.0,9,12.932084
8.0,8,12.94007
9.0,9,12.94886
8.0,8,12.957501
9.0,9,12.965396
10.0,10,12.978563
11.0,11,12.986924
11.0,11,12.999644
8.0,8,13.010934
9.0,9,13.021924
9.0,9,13.038455
10.0,10,13.052592
9.0,9,13.062884
10.0,10,13.076135
10.0,10,13.086878
10.0,10,13.101138
11.0,11,13.117817
10.0,10,13.129973
10.0,10,13.139067
13.0,13,13.150588
9.0,9,13.163914
8.0,8,13.170774
8.0,8,13.179055
10.0,10,13.189103
10.0,10,13.197114
9.0,9,13.205127
11.0,11,13.216098
9.0,9,13.224881
10.0,10,13.238256
10.0,10,13.24842
11.0,11,13.260673
9.0,9,13.270446
10.0,10,13.284894
9.0,9,13.295656
10.0,10,13.307856
8.0,8,13.316878
9.0,9,13.326428
10.0,10,13.336344
10.0,10,13.349041
8.0,8,13.357985
8.0,8,13.370365
9.0,9,13.379096
10.0,10,13.388773
10.0,10,13.396973
9.0,9,13.40432
9.0,9,13.415175
8.0,8,13.422345
9.0,9,13.42928
8.0,8,13.437777
9.0,9,13.447414
10.0,10,13.460845
10.0,10,13.471323
13.0,13,13.486909
10.0,10,13.499771
11.0,11,13.513271
8.0,8,13.523979
11.0,11,13.533703
11.0,11,13.546313
11.0,11,13.559853
9.0,9,13.570242
10.0,10,13.582328
10.0,10,13.590059
14.0,14,13.606401
9.0,9,13.615213
10.0,10,13.622567
12.0,12,13.637882
11.0,11,13.651721
10.0,10,13.663881
10.0,10,13.671466
10.0,10,13.68173
9.0,9,13.690477
9.0,9,13.700378
9.0,9,13.709746
10.0,10,13.72377
10.0,10,13.733686
9.0,9,13.745232
9.0,9,13.756927
10.0,10,13.770278
11.0,11,13.785038
9.0,9,13.794972
8.0,8,13.805701
9.0,9,13.821114
9.0,9,13.831342
9.0,9,13.847031
8.0,8,13.858792
9.0,9,13.868051
11.0,11,13.880495
10.0,10,13.896335
10.0,10,13.903336
9.0,9,13.91046
8.0,8,13.921265
10.0,10,13.933394
10.0,10,13.943278
9.0,9,13.955004
9.0,9,13.968968
8.0,8,13.979223
10.0,10,13.988623
9.0,9,14.001924
8.0,8,14.013937
9.0,9,14.022667
9.0,9,14.031276
10.0,10,14.044421
9.0,9,14.052502
9.0,9,14.060624
10.0,10,14.073172
8.0,8,14.079735
9.0,9,14.08654
12.0,12,14.097687
9.0,9,14.106289
8.0,8,14.11281
11.0,11,14.125349
9.0,9,14.133362
9.0,9,14.141512
9.0,9,14.152981
8.0,8,14.161958
10.0,10,14.172325
9.0,9,14.181293
9.0,9,14.193786
11.0,11,14.204112
9.0,9,14.215988
9.0,9,14.226029
12.0,12,14.240941
10.0,10,14.250154
10.0,10,14.263166
10.0,10,14.272872
10.0,10,14.284528
9.0,9,14.293237
9.0,9,14.300303
11.0,11,14.309322
8.0,8,14.319746
9.0,9,14.328798
10.0,10,14.338668
9.0,9,14.346999
10.0,10,14.358646
10.0,10,14.368084
9.0,9,14.375341
9.0,9,14.385238
9.0,9,14.393977
9.0,9,14.403975
9.0,9,14.412699
9.0,9,14.424695
10.0,10,14.436108
10.0,10,14.450185
10.0,10,14.460701
10.0,10,14.47594
10.0,10,14.486531
9.0,9,14.496217
10.0,10,14.50864
9.0,9,14.517216
9.0,9,14.525315
9.0,9,14.535568
8.0,8,14.543813
10.0,10,14.552715
9.0,9,14.561146
10.0,10,14.57187
9.0,9,14.580443
9.0,9,14.5887
10.0,10,14.604196
9.0,9,14.616827
10.0,10,14.629213
9.0,9,14.643205
10.0,10,14.654101
10.0,10,14.666128
9.0,9,14.675699
8.0,8,14.68389
8.0,8,14.693705
10.0,10,14.70492
11.0,11,14.715569
9.0,9,14.728058
10.0,10,14.737619
10.0,10,14.746437
8.0,8,14.752844
12.0,12,14.766746
11.0,11,14.778253
10.0,10,14.788291
9.0,9,14.797145
10.0,10,14.811012
9.0,9,14.82024
9.0,9,14.829579
10.0,10,14.843342
10.0,10,14.852925
10.0,10,14.865626
10.0,10,14.874533
9.0,9,14.887374
8.0,8,14.896671
9.0,9,14.908537
8.0,8,14.917833
9.0,9,14.92721
10.0,10,14.935598
9.0,9,14.945071
9.0,9,14.953499
11.0,11,14.965051
8.0,8,14.972639
11.0,11,14.982175
10.0,10,14.991726
11.0,11,15.003849
9.0,9,15.013269
12.0,12,15.025007
11.0,11,15.038665
9.0,9,15.049001
12.0,12,15.06624
8.0,8,15.075235
10.0,10,15.085768
8.0,8,15.094862
10.0,10,15.108237
12.0,12,15.122984
9.0,9,15.132544
8.0,8,15.141061
9.0,9,15.150205
11.0,11,15.166377
10.0,10,15.178258
10.0,10,15.186146
8.0,8,15.193057
9.0,9,15.202884
10.0,10,15.214595
10.0,10,15.223308
11.0,11,15.236527
9.0,9,15.246848
9.0,9,15.257821
9.0,9,15.26662
10.0,10,15.276073
10.0,10,15.28909
9.0,9,15.298072
9.0,9,15.307158
8.0,8,15.316943
10.0,10,15.329216
14.0,14,15.343316
8.0,8,15.352248
9.0,9,15.363923
11.0,11,15.374762
9.0,9,15.38492
10.0,10,15.392774
10.0,10,15.40367
12.0,12,15.41697
10.0,10,15.428518
10.0,10,15.440204
12.0,12,15.453187
9.0,9,15.462814
10.0,10,15.473719
9.0,9,15.488313
9.0,9,15.498093
10.0,10,15.507442
11.0,11,15.522309
11.0,11,15.536534
9.0,9,15.544908
8.0,8,15.554269
11.0,11,15.56634
10.0,10,15.57651
8.0,8,15.584207
12.0,12,15.594356
10.0,10,15.6041
9.0,9,15.612459
10.0,10,15.62189
10.0,10,15.629292
8.0,8,15.639393
10.0,10,15.650728
12.0,12,15.663173
10.0,10,15.674996
9.0,9,15.684426
10.0,10,15.697036
10.0,10,15.707095
8.0,8,15.716505
10.0,10,15.729642
9.0,9,15.738631
10.0,10,15.750827
12.0,12,15.763546
10.0,10,15.773993
13.0,13,15.788125
9.0,9,15.800343
10.0,10,15.809272
8.0,8,15.817417
9.0,9,15.82455
11.0,11,15.834624
9.0,9,15.842802
10.0,10,15.852989
10.0,10,15.860675
10.0,10,15.872226
10.0,10,15.887195
9.0,9,15.899905
10.0,10,15.910273
8.0,8,15.923151
8.0,8,15.933651
10.0,10,15.945832
10.0,10,15.955321
10.0,10,15.967597
9.0,9,15.977005
10.0,10,15.985772
9.0,9,16.002919
10.0,10,16.013149
11.0,11,16.023419
9.0,9,16.031767
8.0,8,16.040908
11.0,11,16.052391
8.0,8,16.060233
10.0,10,16.069219
10.0,10,16.079695
8.0,8,16.090866
10.0,10,16.100944
11.0,11,16.117845
13.0,13,16.132335
12.0,12,16.145201
10.0,10,16.162503
10.0,10,16.177239
10.0,10,16.190035
10.0,10,16.201524
11.0,11,16.216351
10.0,10,16.228438
10.0,10,16.237081
11.0,11,16.249811
9.0,9,16.259397
9.0,9,16.267778
10.0,10,16.279294
10.0,10,16.288672
9.0,9,16.303342
9.0,9,16.311936
10.0,10,16.323808
9.0,9,16.337558
9.0,9,16.347183
10.0,10,16.358133
9.0,9,16.370669
9.0,9,16.380503
10.0,10,16.392784
10.0,10,16.406008
10.0,10,16.417008
10.0,10,16.427201
10.0,10,16.435755
10.0,10,16.447749
10.0,10,16.455744
9.0,9,16.464566
10.0,10,16.473855
8.0,8,16.481218
9.0,9,16.488957
10.0,10,16.500628
10.0,10,16.50929
10.0,10,16.522778
10.0,10,16.53482
10.0,10,16.548341
9.0,9,16.557544
10.0,10,16.56911
9.0,9,16.578648
9.0,9,16.588427
13.0,13,16.602521
10.0,10,16.6158
10.0,10,16.625695
10.0,10,16.640101
10.0,10,16.649777
10.0,10,16.663292
8.0,8,16.676845
10.0,10,16.687859
9.0,9,16.698911
11.0,11,16.706382
11.0,11,16.71785
9.0,9,16.725354
11.0,11,16.735658
11.0,11,16.745065
9.0,9,16.753028
9.0,9,16.764044
10.0,10,16.776392
9.0,9,16.785355
8.0,8,16.796727
8.0,8,16.808145
9.0,9,16.817698
9.0,9,16.829962
8.0,8,16.841404
12.0,12,16.857173
10.0,10,16.867642
8.0,8,16.876424
11.0,11,16.888872
9.0,9,16.897653
9.0,9,16.905248
8.0,8,16.912314
11.0,11,16.924268
12.0,12,16.934539
10.0,10,16.944008
12.0,12,16.955072
9.0,9,16.96316
9.0,9,16.971385
10.0,10,16.984106
9.0,9,16.994085
11.0,11,17.008594
10.0,10,17.019367
10.0,10,17.031963
12.0,12,17.0464
9.0,9,17.055929
9.0,9,17.065501
9.0,9,17.075737
9.0,9,17.089558
8.0,8,17.098724
11.0,11,17.109425
9.0,9,17.121316
10.0,10,17.130919
9.0,9,17.140031
9.0,9,17.149023
9.0,9,17.158657
10.0,10,17.16909
8.0,8,17.178407
12.0,12,17.191972
9.0,9,17.205617
10.0,10,17.216639
8.0,8,17.226084
11.0,11,17.239915
10.0,10,17.249258
9.0,9,17.261545
11.0,11,17.271244
8.0,8,17.281942
12.0,12,17.300483
9.0,9,17.311207
9.0,9,17.320819
11.0,11,17.332479
9.0,9,17.339162
11.0,11,17.348593
11.0,11,17.356637
10.0,10,17.365833
9.0,9,17.374935
9.0,9,17.383934
10.0,10,17.39495
9.0,9,17.404353
9.0,9,17.413814
9.0,9,17.425106
9.0,9,17.436228
9.0,9,17.446249
9.0,9,17.455719
10.0,10,17.467716
9.0,9,17.478669
10.0,10,17.491905
9.0,9,17.501939
8.0,8,17.510679
10.0,10,17.521174
8.0,8,17.529566
9.0,9,17.538707
10.0,10,17.546254
8.0,8,17.554445
13.0,13,17.565187
14.0,14,17.581361
21.0,21,17.601966
10.0,10,17.614907
10.0,10,17.624494
10.0,10,17.639138
9.0,9,17.648785
43.0,43,17.698607
17.0,17,17.717287
18.0,18,17.736649
12.0,12,17.748202
13.0,13,17.762557
11.0,11,17.769706
11.0,11,17.781388
13.0,13,17.794193
10.0,10,17.807255
9.0,9,17.815787
11.0,11,17.825577
12.0,12,17.839199
13.0,13,17.852932
9.0,9,17.862497
14.0,14,17.879549
12.0,12,17.892622
11.0,11,17.905253
10.0,10,17.918175
12.0,12,17.934027
10.0,10,17.947253
14.0,14,17.962323
12.0,12,17.973449
11.0,11,17.985457
11.0,11,17.996478
10.0,10,18.005381
12.0,12,18.016724
14.0,14,18.028892
13.0,13,18.043289
12.0,12,18.05414
12.0,12,18.064074
11.0,11,18.07712
9.0,9,18.087406
10.0,10,18.097436
13.0,13,18.11447
8.0,8,18.125047
10.0,10,18.135505
9.0,9,18.14447
9.0,9,18.155866
11.0,11,18.165348
9.0,9,18.177607
9.0,9,18.186627
9.0,9,18.195592
11.0,11,18.206155
10.0,10,18.215518
10.0,10,18.22493
10.0,10,18.235263
9.0,9,18.246414
12.0,12,18.25609
9.0,9,18.263592
9.0,9,18.270227
11.0,11,18.283393
9.0,9,18.292912
12.0,12,18.305501
9.0,9,18.31512
11.0,11,18.329142
10.0,10,18.341265
11.0,11,18.351315
11.0,11,18.370101
10.0,10,18.383185
9.0,9,18.392491
11.0,11,18.408831
10.0,10,18.419105
11.0,11,18.4309
9.0,9,18.441806
9.0,9,18.453209
9.0,9,18.46309
9.0,9,18.469963
9.0,9,18.480006
9.0,9,18.490698
10.0,10,18.502581
10.0,10,18.512732
10.0,10,18.524339
10.0,10,18.534091
9.0,9,18.54591
12.0,12,18.561817
9.0,9,18.571716
9.0,9,18.584598
10.0,10,18.60075
9.0,9,18.61383
9.0,9,18.621735
10.0,10,18.635576
9.0,9,18.643094
9.0,9,18.651532
9.0,9,18.65823
8.0,8,18.666332
8.0,8,18.674291
10.0,10,18.684327
10.0,10,18.693977
10.0,10,18.706789
9.0,9,18.716788
10.0,10,18.735232
9.0,9,18.745136
9.0,9,18.757178
9.0,9,18.769333
10.0,10,18.782018
11.0,11,18.795885
9.0,9,18.805782
10.0,10,18.816158
10.0,10,18.829322
8.0,8,18.839664
10.0,10,18.851844
12.0,12,18.866831
9.0,9,18.878184
13.0,13,18.89256
8.0,8,18.901239
9.0,9,18.908988
10.0,10,18.92037
10.0,10,18.929567
11.0,11,18.942122
10.0,10,18.951866
9.0,9,18.964472
10.0,10,18.974331
10.0,10,18.986762
8.0,8,18.996768
10.0,10,19.008036
9.0,9,19.017619
9.0,9,19.029037
9.0,9,19.042246
9.0,9,19.051393
9.0,9,19.059614
9.0,9,19.069221
9.0,9,19.078744
10.0,10,19.087739
10.0,10,19.09932
8.0,8,19.107229
9.0,9,19.114523
9.0,9,19.122517
10.0,10,19.133292
10.0,10,19.141193
9.0,9,19.149765
10.0,10,19.158073
11.0,11,19.170666
9.0,9,19.180025
10.0,10,19.192693
9.0,9,19.204388
10.0,10,19.214184
9.0,9,19.225918
11.0,11,19.23766
9.0,9,19.250692
11.0,11,19.261164
12.0,12,19.274281
10.0,10,19.286195
9.0,9,19.295583
9.0,9,19.30409
10.0,10,19.312384
10.0,10,19.320778
8.0,8,19.328719
10.0,10,19.338864
10.0,10,19.346074
10.0,10,19.355955
11.0,11,19.365359
8.0,8,19.373989
9.0,9,19.382521
8.0,8,19.389784
9.0,9,19.400249
9.0,9,19.41126
12.0,12,19.424358
10.0,10,19.438337
9.0,9,19.448291
9.0,9,19.457723
9.0,9,19.470322
12.0,12,19.489813
9.0,9,19.501357
9.0,9,19.510463
9.0,9,19.521432
11.0,11,19.533971
10.0,10,19.546213
9.0,9,19.556232
10.0,10,19.564156
10.0,10,19.573841
9.0,9,19.583814
10.0,10,19.594881
9.0,9,19.60304
11.0,11,19.614513
10.0,10,19.622179
10.0,10,19.632676
8.0,8,19.640122
9.0,9,19.649857
12.0,12,19.663097
9.0,9,19.672506
12.0,12,19.686227
9.0,9,19.695511
10.0,10,19.708402
10.0,10,19.718988
11.0,11,19.734596
11.0,11,19.747975
13.0,13,19.761494
10.0,10,19.77236
10.0,10,19.78182
11.0,11,19.791777
9.0,9,19.800743
9.0,9,19.80936
11.0,11,19.819828
9.0,9,19.826975
9.0,9,19.839705
9.0,9,19.847994
9.0,9,19.855949
9.0,9,19.865456
10.0,10,19.878629
12.0,12,19.892933
10.0,10,19.902363
11.0,11,19.915404
10.0,10,19.929162
10.0,10,19.938992
9.0,9,19.948372
9.0,9,19.960741
9.0,9,19.971262
9.0,9,19.981246
13.0,13,19.99162
9.0,9,20.004405
10.0,10,20.014944
10.0,10,20.024943
10.0,10,20.032236
10.0,10,20.046822
11.0,11,20.055515
10.0,10,20.066092
10.0,10,20.075995
9.0,9,20.088701
9.0,9,20.098691
8.0,8,20.107966
10.0,10,20.118581
9.0,9,20.13128
9.0,9,20.141441
9.0,9,20.151714
10.0,10,20.16565
10.0,10,20.175741
9.0,9,20.186166
9.0,9,20.199008
9.0,9,20.209044
10.0,10,20.217273
11.0,11,20.227756
10.0,10,20.239453
9.0,9,20.248963
9.0,9,20.261518
10.0,10,20.275895
10.0,10,20.283143
9.0,9,20.290347
8.0,8,20.299192
9.0,9,20.311501
9.0,9,20.322499
10.0,10,20.33363
8.0,8,20.342119
8.0,8,20.350688
10.0,10,20.367871
10.0,10,20.379854
10.0,10,20.392093
9.0,9,20.402683
10.0,10,20.415026
9.0,9,20.424676
11.0,11,20.436018
10.0,10,20.445784
9.0,9,20.452865
10.0,10,20.462583
11.0,11,20.471784
9.0,9,20.481326
10.0,10,20.491061
10.0,10,20.502
10.0,10,20.513199
9.0,9,20.527403
8.0,8,20.536278
11.0,11,20.544653
10.0,10,20.557609
12.0,12,20.570946
10.0,10,20.585513
10.0,10,20.598835
10.0,10,20.609832
8.0,8,20.618716
9.0,9,20.631356
8.0,8,20.645241
9.0,9,20.654164
10.0,10,20.661025
9.0,9,20.670862
9.0,9,20.678675
9.0,9,20.686075
10.0,10,20.697149
9.0,9,20.707727
10.0,10,20.719558
11.0,11,20.732459
9.0,9,20.741793
10.0,10,20.757905
9.0,9,20.769103
9.0,9,20.782747
9.0,9,20.795937
9.0,9,20.809841
10.0,10,20.821347
11.0,11,20.834569
10.0,10,20.847737
10.0,10,20.857271
12.0,12,20.869334
10.0,10,20.880257
10.0,10,20.888736
11.0,11,20.902041
10.0,10,20.910751
10.0,10,20.921878
8.0,8,20.931167
9.0,9,20.94006
9.0,9,20.949513
9.0,9,20.962873
10.0,10,20.973079
10.0,10,20.985158
9.0,9,20.997238
9.0,9,21.01013
10.0,10,21.022433
10.0,10,21.033649
11.0,11,21.047521
10.0,10,21.05749
10.0,10,21.066992
10.0,10,21.075168
9.0,9,21.084085
9.0,9,21.093235
9.0,9,21.100132
10.0,10,21.109608
11.0,11,21.123204
9.0,9,21.134857
11.0,11,21.142704
9.0,9,21.156042
9.0,9,21.163512
10.0,10,21.171454
9.0,9,21.183991
12.0,12,21.197407
10.0,10,21.207843
10.0,10,21.220148
10.0,10,21.230188
9.0,9,21.241826
10.0,10,21.254018
9.0,9,21.263213
10.0,10,21.276497
10.0,10,21.28922
9.0,9,21.298427
10.0,10,21.309304
9.0,9,21.319975
10.0,10,21.331277
9.0,9,21.338336
9.0,9,21.34558
9.0,9,21.353745
9.0,9,21.36335
9.0,9,21.369764
8.0,8,21.378976
10.0,10,21.388676
13.0,13,21.403503
9.0,9,21.412962
9.0,9,21.423007
10.0,10,21.437231
10.0,10,21.447116
9.0,9,21.456914
9.0,9,21.469318
9.0,9,21.480326
9.0,9,21.48956
8.0,8,21.498078
10.0,10,21.511541
9.0,9,21.52223
9.0,9,21.531732
9.0,9,21.538771
10.0,10,21.550334
10.0,10,21.56233
10.0,10,21.571228
8.0,8,21.579262
8.0,8,21.58596
10.0,10,21.597205
10.0,10,21.612259
9.0,9,21.621445
9.0,9,21.631295
11.0,11,21.652653
10.0,10,21.665393
10.0,10,21.675374
9.0,9,21.685726
9.0,9,21.698609
11.0,11,21.708515
9.0,9,21.726701
8.0,8,21.735116
9.0,9,21.742219
10.0,10,21.750375
10.0,10,21.761673
10.0,10,21.769039
9.0,9,21.780236
10.0,10,21.787586
9.0,9,21.797342
9.0,9,21.810078
9.0,9,21.819476
10.0,10,21.829622
10.0,10,21.842551
8.0,8,21.851424
9.0,9,21.861111
11.0,11,21.874349
10.0,10,21.883765
19.0,19,21.90574
9.0,9,21.91796
10.0,10,21.934196
9.0,9,21.945798
10.0,10,21.956505
10.0,10,21.96505
9.0,9,21.974538
9.0,9,21.984998
11.0,11,21.993001
9.0,9,22.00236
8.0,8,22.01008
9.0,9,22.018958
13.0,13,22.032206
10.0,10,22.04513
9.0,9,22.055283
10.0,10,22.064925
11.0,11,22.079765
10.0,10,22.094839
10.0,10,22.104714
10.0,10,22.11742
10.0,10,22.129092
11.0,11,22.142328
8.0,8,22.150086
9.0,9,22.157617
9.0,9,22.165163
10.0,10,22.180439
9.0,9,22.188291
9.0,9,22.195683
8.0,8,22.202441
10.0,10,22.212865
9.0,9,22.22149
11.0,11,22.233187
8.0,8,22.242108
11.0,11,22.254948
10.0,10,22.263695
10.0,10,22.27631
8.0,8,22.287678
10.0,10,22.298251
9.0,9,22.306834
12.0,12,22.320845
11.0,11,22.333484
9.0,9,22.342819
11.0,11,22.355188
9.0,9,22.363529
10.0,10,22.374951
10.0,10,22.383155
12.0,12,22.39186
9.0,9,22.405944
10.0,10,22.416009
9.0,9,22.425367
10.0,10,22.435875
9.0,9,22.444405
10.0,10,22.455152
11.0,11,22.46489
10.0,10,22.476934
9.0,9,22.486829
10.0,10,22.499438
9.0,9,22.509659
10.0,10,22.521188
11.0,11,22.533866
10.0,10,22.546047
9.0,9,22.557217
9.0,9,22.567771
10.0,10,22.580441
9.0,9,22.587838
9.0,9,22.596055
9.0,9,22.603425
10.0,10,22.614355
9.0,9,22.622297
9.0,9,22.629965
10.0,10,22.640216
10.0,10,22.648315
10.0,10,22.657976
8.0,8,22.666691
10.0,10,22.676584
9.0,9,22.688822
10.0,10,22.698291
9.0,9,22.707982
10.0,10,22.722924
8.0,8,22.733458
11.0,11,22.745631
9.0,9,22.756284
10.0,10,22.766722
9.0,9,22.778476
10.0,10,22.788
9.0,9,22.796318
10.0,10,22.811376
9.0,9,22.819134
10.0,10,22.829371
8.0,8,22.838508
11.0,11,22.848218
10.0,10,22.857485
10.0,10,22.864624
9.0,9,22.876965
9.0,9,22.886351
10.0,10,22.896647
8.0,8,22.906016
9.0,9,22.920101
10.0,10,22.935387
8.0,8,22.945302
10.0,10,22.957
10.0,10,22.966646
8.0,8,22.976236
10.0,10,22.988139
10.0,10,22.995599
11.0,11,23.005978
9.0,9,23.014524
10.0,10,23.024495
10.0,10,23.03284
9.0,9,23.041494
8.0,8,23.049552
10.0,10,23.058958
9.0,9,23.065859
10.0,10,23.078192
9.0,9,23.087006
10.0,10,23.096211
11.0,11,23.108963
11.0,11,23.121831
9.0,9,23.131051
10.0,10,23.143686
10.0,10,23.154093
10.0,10,23.165952
9.0,9,23.174741
9.0,9,23.183763
10.0,10,23.19607
9.0,9,23.204671
10.0,10,23.213146
10.0,10,23.223515
10.0,10,23.233481
10.0,10,23.245583
10.0,10,23.253635
10.0,10,23.263204
10.0,10,23.270361
9.0,9,23.282598
9.0,9,23.292485
10.0,10,23.302128
10.0,10,23.314732
9.0,9,23.324203
9.0,9,23.333174
10.0,10,23.345334
10.0,10,23.356241
13.0,13,23.374765
9.0,9,23.383756
11.0,11,23.396684
10.0,10,23.406458
10.0,10,23.416779
10.0,10,23.424476
10.0,10,23.43498
9.0,9,23.443313
12.0,12,23.453081
12.0,12,23.462463
9.0,9,23.469253
10.0,10,23.481481
9.0,9,23.490922
11.0,11,23.503405
10.0,10,23.514966
8.0,8,23.52468
9.0,9,23.533985
9.0,9,23.546365
9.0,9,23.556605
9.0,9,23.568749
9.0,9,23.580136
10.0,10,23.591433
9.0,9,23.600289
10.0,10,23.610735
10.0,10,23.622069
9.0,9,23.630193
9.0,9,23.640261
9.0,9,23.648415
9.0,9,23.655657
10.0,10,23.664808
9.0,9,23.671795
10.0,10,23.681234
9.0,9,23.692652
9.0,9,23.702117
10.0,10,23.712662
12.0,12,23.726969
8.0,8,23.736314
9.0,9,23.74854
10.0,10,23.762414
10.0,10,23.775284
9.0,9,23.785078
10.0,10,23.795358
11.0,11,23.809983
10.0,10,23.822257
10.0,10,23.830746
9.0,9,23.842119
9.0,9,23.852373
9.0,9,23.861081
9.0,9,23.875982
11.0,11,23.886747
10.0,10,23.896826
10.0,10,23.906856
12.0,12,23.920201
8.0,8,23.929811
9.0,9,23.94328
9.0,9,23.953577
9.0,9,23.965696
9.0,9,23.975354
10.0,10,23.98487
10.0,10,23.998357
10.0,10,24.008863
8.0,8,24.018161
8.0,8,24.026441
11.0,11,24.040371
10.0,10,24.054417
12.0,12,24.067213
9.0,9,24.07687
9.0,9,24.084929
9.0,9,24.093252
9.0,9,24.103496
9.0,9,24.111029
