#{"t_start": 1616761110.7713695, "env_id": "CartPole-v1"}
r,l,t
10.0,10,9.45839
20.0,20,9.479824
9.0,9,9.486753
11.0,11,9.496679
11.0,11,9.507415
11.0,11,9.516157
14.0,14,9.529116
11.0,11,9.54189
10.0,10,9.551771
15.0,15,9.570844
14.0,14,9.587479
17.0,17,9.609188
14.0,14,9.624938
15.0,15,9.644003
18.0,18,9.66786
11.0,11,9.678668
12.0,12,9.688981
10.0,10,9.703428
16.0,16,9.724571
12.0,12,9.736664
18.0,18,9.753585
10.0,10,9.765687
14.0,14,9.781465
11.0,11,9.794774
14.0,14,9.80905
15.0,15,9.828883
13.0,13,9.844059
14.0,14,9.862829
11.0,11,9.876351
14.0,14,9.890337
13.0,13,9.903128
13.0,13,9.918665
11.0,11,9.9269
16.0,16,9.941364
11.0,11,9.953665
13.0,13,9.966082
10.0,10,9.980413
13.0,13,9.993606
12.0,12,10.006952
11.0,11,10.022326
11.0,11,10.040241
13.0,13,10.059085
10.0,10,10.071613
11.0,11,10.089494
16.0,16,10.111825
10.0,10,10.125306
14.0,14,10.14112
15.0,15,10.160447
9.0,9,10.171958
12.0,12,10.18708
14.0,14,10.206209
12.0,12,10.220052
10.0,10,10.229777
12.0,12,10.243557
12.0,12,10.259947
9.0,9,10.271146
13.0,13,10.288949
10.0,10,10.298982
10.0,10,10.313263
13.0,13,10.325068
13.0,13,10.335355
10.0,10,10.348907
15.0,15,10.364088
15.0,15,10.380089
11.0,11,10.390034
12.0,12,10.399966
15.0,15,10.412704
12.0,12,10.423507
8.0,8,10.431865
14.0,14,10.445883
13.0,13,10.464023
12.0,12,10.48062
14.0,14,10.499076
11.0,11,10.512944
10.0,10,10.522885
10.0,10,10.535597
15.0,15,10.551571
11.0,11,10.565528
15.0,15,10.583765
15.0,15,10.597237
10.0,10,10.605866
14.0,14,10.622714
19.0,19,10.639796
10.0,10,10.655175
15.0,15,10.675116
10.0,10,10.684122
17.0,17,10.701818
12.0,12,10.716081
14.0,14,10.732157
13.0,13,10.745557
13.0,13,10.758049
11.0,11,10.769598
13.0,13,10.78467
11.0,11,10.794256
10.0,10,10.803018
15.0,15,10.813639
9.0,9,10.823155
10.0,10,10.831789
14.0,14,10.849921
11.0,11,10.857847
16.0,16,10.875247
12.0,12,10.890687
14.0,14,10.910981
14.0,14,10.925984
13.0,13,10.94628
10.0,10,10.957752
11.0,11,10.97307
13.0,13,10.992118
13.0,13,11.009338
13.0,13,11.026749
12.0,12,11.038902
13.0,13,11.048362
10.0,10,11.055912
17.0,17,11.075399
11.0,11,11.084966
14.0,14,11.10444
14.0,14,11.120282
12.0,12,11.135179
15.0,15,11.155272
11.0,11,11.167686
14.0,14,11.183722
15.0,15,11.201548
13.0,13,11.214311
13.0,13,11.228966
16.0,16,11.243197
10.0,10,11.250214
10.0,10,11.261491
12.0,12,11.273623
9.0,9,11.281537
13.0,13,11.29305
13.0,13,11.305588
11.0,11,11.316493
13.0,13,11.328357
11.0,11,11.344622
9.0,9,11.356987
11.0,11,11.370559
10.0,10,11.382635
14.0,14,11.398198
14.0,14,11.41847
14.0,14,11.433645
15.0,15,11.451537
15.0,15,11.466141
11.0,11,11.474854
12.0,12,11.486035
9.0,9,11.496992
12.0,12,11.50653
13.0,13,11.517497
13.0,13,11.527806
10.0,10,11.543894
13.0,13,11.55874
9.0,9,11.570164
10.0,10,11.583907
11.0,11,11.594536
15.0,15,11.614641
14.0,14,11.63465
10.0,10,11.645961
10.0,10,11.658962
12.0,12,11.672238
13.0,13,11.684034
17.0,17,11.697726
11.0,11,11.708828
14.0,14,11.720927
11.0,11,11.730719
11.0,11,11.742767
11.0,11,11.756701
11.0,11,11.768277
11.0,11,11.783733
11.0,11,11.797965
10.0,10,11.808624
9.0,9,11.821338
13.0,13,11.836756
9.0,9,11.847612
14.0,14,11.867895
11.0,11,11.878191
14.0,14,11.891995
15.0,15,11.907646
9.0,9,11.91689
12.0,12,11.927355
14.0,14,11.942596
10.0,10,11.953929
10.0,10,11.966727
11.0,11,11.98066
13.0,13,11.99357
9.0,9,12.00598
14.0,14,12.020104
11.0,11,12.034264
14.0,14,12.04909
10.0,10,12.065727
9.0,9,12.075329
9.0,9,12.084752
11.0,11,12.099148
11.0,11,12.111162
14.0,14,12.124309
9.0,9,12.133241
13.0,13,12.145084
15.0,15,12.160339
10.0,10,12.167254
9.0,9,12.176744
10.0,10,12.189423
11.0,11,12.202033
11.0,11,12.213338
10.0,10,12.227754
13.0,13,12.241333
10.0,10,12.256707
14.0,14,12.272608
15.0,15,12.289522
12.0,12,12.303189
9.0,9,12.311688
14.0,14,12.326077
11.0,11,12.335979
11.0,11,12.350217
11.0,11,12.360413
10.0,10,12.369584
15.0,15,12.388948
11.0,11,12.401831
12.0,12,12.415246
12.0,12,12.42979
10.0,10,12.439723
9.0,9,12.4528
13.0,13,12.469734
14.0,14,12.48374
11.0,11,12.497216
13.0,13,12.510347
13.0,13,12.525643
13.0,13,12.53831
11.0,11,12.551251
11.0,11,12.559628
14.0,14,12.573619
10.0,10,12.586783
12.0,12,12.599554
11.0,11,12.611705
11.0,11,12.625056
15.0,15,12.64196
10.0,10,12.653457
14.0,14,12.671085
13.0,13,12.686007
18.0,18,12.707002
11.0,11,12.721791
12.0,12,12.733235
14.0,14,12.749473
12.0,12,12.760194
13.0,13,12.773856
10.0,10,12.783914
12.0,12,12.796377
12.0,12,12.809422
11.0,11,12.822736
9.0,9,12.832921
12.0,12,12.846446
9.0,9,12.860348
14.0,14,12.873594
11.0,11,12.886431
12.0,12,12.901971
9.0,9,12.9117
9.0,9,12.920356
10.0,10,12.929896
11.0,11,12.941449
9.0,9,12.950927
13.0,13,12.963222
14.0,14,12.978234
14.0,14,12.992001
10.0,10,13.002884
10.0,10,13.010771
13.0,13,13.027021
13.0,13,13.043592
11.0,11,13.055202
12.0,12,13.070281
15.0,15,13.09287
14.0,14,13.112066
11.0,11,13.122304
14.0,14,13.141921
14.0,14,13.156161
10.0,10,13.165722
16.0,16,13.182003
12.0,12,13.195008
14.0,14,13.207554
10.0,10,13.219222
9.0,9,13.232855
16.0,16,13.2477
11.0,11,13.258795
13.0,13,13.275071
13.0,13,13.291158
15.0,15,13.314171
10.0,10,13.328349
12.0,12,13.345767
17.0,17,13.362582
13.0,13,13.380254
13.0,13,13.393698
11.0,11,13.405143
10.0,10,13.415727
9.0,9,13.422304
10.0,10,13.430559
11.0,11,13.442033
11.0,11,13.453755
10.0,10,13.462721
10.0,10,13.472255
12.0,12,13.482252
11.0,11,13.494304
12.0,12,13.509084
9.0,9,13.517608
11.0,11,13.530612
10.0,10,13.542422
12.0,12,13.555855
9.0,9,13.565006
13.0,13,13.582172
11.0,11,13.592091
13.0,13,13.608668
12.0,12,13.621178
11.0,11,13.629502
13.0,13,13.642606
13.0,13,13.655181
12.0,12,13.67037
12.0,12,13.679908
13.0,13,13.691612
11.0,11,13.70398
13.0,13,13.718784
9.0,9,13.727568
10.0,10,13.740041
14.0,14,13.754635
11.0,11,13.766809
12.0,12,13.780281
12.0,12,13.792114
10.0,10,13.804301
11.0,11,13.814742
11.0,11,13.826966
13.0,13,13.838419
9.0,9,13.847353
15.0,15,13.86365
11.0,11,13.877999
12.0,12,13.889175
11.0,11,13.901916
14.0,14,13.913346
13.0,13,13.927425
14.0,14,13.938465
9.0,9,13.945744
11.0,11,13.959842
13.0,13,13.97741
15.0,15,13.996165
10.0,10,14.008477
13.0,13,14.023582
13.0,13,14.037922
10.0,10,14.050609
13.0,13,14.070448
14.0,14,14.083225
11.0,11,14.095252
9.0,9,14.102805
10.0,10,14.113147
11.0,11,14.124671
15.0,15,14.137225
10.0,10,14.148746
10.0,10,14.156651
14.0,14,14.175511
9.0,9,14.184584
13.0,13,14.197453
14.0,14,14.21409
14.0,14,14.228296
12.0,12,14.241517
12.0,12,14.254214
12.0,12,14.268436
9.0,9,14.279562
12.0,12,14.294247
12.0,12,14.31171
14.0,14,14.32347
11.0,11,14.333207
12.0,12,14.344322
9.0,9,14.352641
13.0,13,14.363365
14.0,14,14.375421
11.0,11,14.386414
15.0,15,14.398961
12.0,12,14.411537
14.0,14,14.428899
18.0,18,14.447835
13.0,13,14.464246
13.0,13,14.480709
12.0,12,14.495978
13.0,13,14.514156
10.0,10,14.52584
11.0,11,14.535138
9.0,9,14.543089
15.0,15,14.554893
9.0,9,14.563509
12.0,12,14.573216
16.0,16,14.587461
10.0,10,14.595505
13.0,13,14.604861
9.0,9,14.614268
15.0,15,14.62516
10.0,10,14.635506
15.0,15,14.650034
14.0,14,14.662284
10.0,10,14.674751
9.0,9,14.684232
21.0,21,14.706777
11.0,11,14.720391
10.0,10,14.729998
11.0,11,14.745265
13.0,13,14.758703
13.0,13,14.7761
13.0,13,14.791095
11.0,11,14.802933
11.0,11,14.810107
10.0,10,14.824925
12.0,12,14.837067
15.0,15,14.849476
13.0,13,14.860909
10.0,10,14.870624
12.0,12,14.880537
12.0,12,14.890935
14.0,14,14.905806
10.0,10,14.913562
10.0,10,14.926486
9.0,9,14.936764
16.0,16,14.958658
9.0,9,14.968648
11.0,11,14.983945
14.0,14,15.000841
13.0,13,15.015772
13.0,13,15.031115
10.0,10,15.044463
10.0,10,15.054104
13.0,13,15.069015
13.0,13,15.082752
12.0,12,15.094855
12.0,12,15.109782
12.0,12,15.121562
13.0,13,15.133409
11.0,11,15.148268
11.0,11,15.158749
14.0,14,15.176245
14.0,14,15.190892
14.0,14,15.209311
11.0,11,15.222698
15.0,15,15.242166
10.0,10,15.256484
10.0,10,15.268111
13.0,13,15.284717
12.0,12,15.297451
11.0,11,15.306394
12.0,12,15.320159
11.0,11,15.33075
12.0,12,15.343286
12.0,12,15.355241
14.0,14,15.367704
14.0,14,15.381601
10.0,10,15.397839
9.0,9,15.408008
12.0,12,15.423221
10.0,10,15.433535
15.0,15,15.451622
11.0,11,15.47115
15.0,15,15.490781
11.0,11,15.500789
10.0,10,15.512021
15.0,15,15.527349
12.0,12,15.539597
16.0,16,15.554999
10.0,10,15.562842
11.0,11,15.574198
13.0,13,15.588038
11.0,11,15.598855
15.0,15,15.61735
13.0,13,15.632009
14.0,14,15.647043
15.0,15,15.666034
11.0,11,15.679693
9.0,9,15.689378
12.0,12,15.704028
11.0,11,15.717792
14.0,14,15.734734
12.0,12,15.748554
11.0,11,15.760891
11.0,11,15.773197
11.0,11,15.789459
10.0,10,15.797575
11.0,11,15.808535
11.0,11,15.818728
10.0,10,15.827201
13.0,13,15.841248
9.0,9,15.853552
11.0,11,15.863841
12.0,12,15.877378
10.0,10,15.891325
11.0,11,15.906656
13.0,13,15.92097
10.0,10,15.931602
13.0,13,15.95039
14.0,14,15.963586
13.0,13,15.974851
11.0,11,15.988726
11.0,11,15.999619
13.0,13,16.010964
10.0,10,16.021612
12.0,12,16.033814
11.0,11,16.044203
13.0,13,16.062107
10.0,10,16.072945
11.0,11,16.085902
13.0,13,16.10265
11.0,11,16.117435
11.0,11,16.130697
11.0,11,16.141283
13.0,13,16.158634
9.0,9,16.165103
11.0,11,16.175136
10.0,10,16.18334
14.0,14,16.19718
11.0,11,16.206055
9.0,9,16.217709
15.0,15,16.231017
13.0,13,16.247584
13.0,13,16.266588
10.0,10,16.276386
12.0,12,16.288603
13.0,13,16.307115
11.0,11,16.317799
15.0,15,16.335964
11.0,11,16.354151
13.0,13,16.366263
15.0,15,16.383082
16.0,16,16.398252
11.0,11,16.408337
11.0,11,16.418727
12.0,12,16.431901
11.0,11,16.442389
14.0,14,16.454976
14.0,14,16.467331
13.0,13,16.477892
14.0,14,16.489942
14.0,14,16.501908
14.0,14,16.518863
14.0,14,16.532733
10.0,10,16.546748
15.0,15,16.563264
12.0,12,16.578125
11.0,11,16.588732
14.0,14,16.605745
14.0,14,16.620144
10.0,10,16.632617
11.0,11,16.64321
12.0,12,16.653409
12.0,12,16.665842
15.0,15,16.677224
10.0,10,16.686065
12.0,12,16.697793
9.0,9,16.705186
10.0,10,16.719096
10.0,10,16.7284
13.0,13,16.743486
10.0,10,16.755528
10.0,10,16.76533
13.0,13,16.780236
10.0,10,16.789795
13.0,13,16.802076
13.0,13,16.817891
17.0,17,16.836306
10.0,10,16.845675
18.0,18,16.864942
13.0,13,16.876693
15.0,15,16.889239
14.0,14,16.902788
14.0,14,16.91967
15.0,15,16.938248
11.0,11,16.950111
11.0,11,16.963593
11.0,11,16.977993
12.0,12,16.992178
11.0,11,17.004748
14.0,14,17.019661
10.0,10,17.033724
11.0,11,17.043572
12.0,12,17.056042
11.0,11,17.071936
10.0,10,17.08174
13.0,13,17.092729
9.0,9,17.101588
10.0,10,17.11285
11.0,11,17.122188
15.0,15,17.140955
11.0,11,17.157354
14.0,14,17.172016
12.0,12,17.187794
13.0,13,17.204472
14.0,14,17.218651
11.0,11,17.232143
10.0,10,17.241593
10.0,10,17.253713
12.0,12,17.266433
14.0,14,17.278915
15.0,15,17.295076
9.0,9,17.303076
11.0,11,17.315818
12.0,12,17.32767
10.0,10,17.341269
14.0,14,17.356837
11.0,11,17.370008
12.0,12,17.386622
13.0,13,17.402249
14.0,14,17.419494
12.0,12,17.437632
12.0,12,17.446841
10.0,10,17.454093
10.0,10,17.465626
10.0,10,17.473162
9.0,9,17.480051
9.0,9,17.488702
10.0,10,17.499888
9.0,9,17.50787
8.0,8,17.516342
10.0,10,17.526783
10.0,10,17.535212
8.0,8,17.543082
8.0,8,17.551513
10.0,10,17.564973
10.0,10,17.576065
11.0,11,17.589658
11.0,11,17.601782
10.0,10,17.612138
10.0,10,17.627129
10.0,10,17.637105
9.0,9,17.649635
12.0,12,17.664275
9.0,9,17.674368
8.0,8,17.681543
12.0,12,17.691908
9.0,9,17.701931
10.0,10,17.713673
13.0,13,17.725124
20.0,20,17.747548
16.0,16,17.762429
12.0,12,17.774442
17.0,17,17.792287
12.0,12,17.805088
13.0,13,17.823553
15.0,15,17.842974
10.0,10,17.855617
10.0,10,17.865512
11.0,11,17.879125
10.0,10,17.887986
9.0,9,17.901546
9.0,9,17.909375
9.0,9,17.918102
9.0,9,17.925837
10.0,10,17.935314
9.0,9,17.94285
9.0,9,17.951433
13.0,13,17.963732
10.0,10,17.971476
10.0,10,17.982157
9.0,9,17.989972
9.0,9,17.997031
11.0,11,18.006433
11.0,11,18.019595
11.0,11,18.027965
9.0,9,18.040065
9.0,9,18.049356
8.0,8,18.059304
9.0,9,18.069247
11.0,11,18.082412
10.0,10,18.092235
10.0,10,18.104392
9.0,9,18.114166
10.0,10,18.127084
11.0,11,18.138844
10.0,10,18.153366
9.0,9,18.163158
9.0,9,18.171019
13.0,13,18.188211
10.0,10,18.197979
13.0,13,18.208361
11.0,11,18.221535
23.0,23,18.24484
18.0,18,18.263122
28.0,28,18.294745
21.0,21,18.3217
31.0,31,18.354009
22.0,22,18.377258
23.0,23,18.400992
22.0,22,18.421916
25.0,25,18.447033
17.0,17,18.462799
24.0,24,18.488132
18.0,18,18.509339
22.0,22,18.535177
25.0,25,18.562701
21.0,21,18.586604
17.0,17,18.60615
10.0,10,18.62013
9.0,9,18.629146
11.0,11,18.639425
9.0,9,18.646345
10.0,10,18.657963
9.0,9,18.665437
11.0,11,18.675149
11.0,11,18.682668
10.0,10,18.695589
9.0,9,18.702181
9.0,9,18.709015
10.0,10,18.721094
13.0,13,18.73277
9.0,9,18.740713
13.0,13,18.754742
13.0,13,18.764739
10.0,10,18.774711
16.0,16,18.790233
16.0,16,18.806664
23.0,23,18.837669
27.0,27,18.864902
18.0,18,18.882595
20.0,20,18.903566
22.0,22,18.926911
20.0,20,18.946238
20.0,20,18.963653
18.0,18,18.978635
14.0,14,18.993669
17.0,17,19.009502
13.0,13,19.0234
12.0,12,19.038794
13.0,13,19.060461
12.0,12,19.074419
13.0,13,19.087437
10.0,10,19.096216
14.0,14,19.113116
10.0,10,19.122949
16.0,16,19.14453
10.0,10,19.156674
11.0,11,19.166265
14.0,14,19.178946
10.0,10,19.190264
10.0,10,19.197552
12.0,12,19.210078
12.0,12,19.222802
15.0,15,19.239487
17.0,17,19.260361
16.0,16,19.278868
15.0,15,19.297157
15.0,15,19.315381
13.0,13,19.329655
11.0,11,19.343722
10.0,10,19.354096
15.0,15,19.369504
13.0,13,19.385328
13.0,13,19.396975
14.0,14,19.412361
14.0,14,19.425444
14.0,14,19.441216
12.0,12,19.450862
17.0,17,19.476108
22.0,22,19.505289
15.0,15,19.521405
13.0,13,19.538784
12.0,12,19.55216
11.0,11,19.568766
10.0,10,19.584594
18.0,18,19.599535
15.0,15,19.613708
19.0,19,19.635705
16.0,16,19.649041
22.0,22,19.67036
16.0,16,19.683898
11.0,11,19.693564
14.0,14,19.710676
13.0,13,19.723334
14.0,14,19.738888
13.0,13,19.759573
10.0,10,19.76976
15.0,15,19.788123
16.0,16,19.807224
19.0,19,19.829833
14.0,14,19.843498
20.0,20,19.867938
20.0,20,19.88516
22.0,22,19.905062
18.0,18,19.923691
25.0,25,19.945815
15.0,15,19.960619
12.0,12,19.970139
12.0,12,19.984169
11.0,11,19.997676
14.0,14,20.012852
10.0,10,20.027692
15.0,15,20.046563
13.0,13,20.062313
16.0,16,20.079774
15.0,15,20.097526
14.0,14,20.110902
19.0,19,20.130872
18.0,18,20.145105
20.0,20,20.163381
19.0,19,20.179648
12.0,12,20.190621
16.0,16,20.207587
11.0,11,20.221452
11.0,11,20.236682
11.0,11,20.248777
12.0,12,20.266172
18.0,18,20.293805
22.0,22,20.320072
24.0,24,20.343071
29.0,29,20.369968
18.0,18,20.387739
20.0,20,20.405185
12.0,12,20.417257
12.0,12,20.428953
12.0,12,20.441825
12.0,12,20.4562
12.0,12,20.471486
11.0,11,20.484175
12.0,12,20.496694
13.0,13,20.514323
20.0,20,20.539798
13.0,13,20.554281
19.0,19,20.57947
12.0,12,20.591274
11.0,11,20.601226
13.0,13,20.612899
11.0,11,20.622383
11.0,11,20.633078
14.0,14,20.650958
11.0,11,20.661813
11.0,11,20.674378
12.0,12,20.688282
13.0,13,20.703132
13.0,13,20.716666
16.0,16,20.736636
17.0,17,20.753987
16.0,16,20.770979
14.0,14,20.787244
16.0,16,20.803096
10.0,10,20.810355
12.0,12,20.822207
16.0,16,20.838412
20.0,20,20.856847
18.0,18,20.874103
10.0,10,20.883361
13.0,13,20.897731
13.0,13,20.91032
10.0,10,20.920136
13.0,13,20.935962
13.0,13,20.950036
14.0,14,20.963996
15.0,15,20.98296
9.0,9,20.992882
12.0,12,21.007112
10.0,10,21.020641
12.0,12,21.037666
12.0,12,21.048436
9.0,9,21.056074
9.0,9,21.062757
12.0,12,21.07447
11.0,11,21.086265
12.0,12,21.096508
12.0,12,21.106627
11.0,11,21.118096
12.0,12,21.131159
11.0,11,21.146872
13.0,13,21.161363
10.0,10,21.171301
13.0,13,21.18982
19.0,19,21.208391
12.0,12,21.222005
11.0,11,21.236746
11.0,11,21.250694
11.0,11,21.26323
14.0,14,21.275525
10.0,10,21.285857
17.0,17,21.300871
16.0,16,21.314292
25.0,25,21.33713
23.0,23,21.358109
16.0,16,21.370288
22.0,22,21.38914
13.0,13,21.404603
12.0,12,21.417797
16.0,16,21.434271
11.0,11,21.443804
21.0,21,21.470502
17.0,17,21.48981
16.0,16,21.507855
21.0,21,21.526041
23.0,23,21.547064
13.0,13,21.559907
16.0,16,21.574322
19.0,19,21.593422
19.0,19,21.610619
28.0,28,21.643407
25.0,25,21.678419
24.0,24,21.709359
23.0,23,21.735649
21.0,21,21.759407
20.0,20,21.777888
13.0,13,21.79163
11.0,11,21.800956
10.0,10,21.808658
15.0,15,21.822202
19.0,19,21.841009
16.0,16,21.859399
15.0,15,21.877897
20.0,20,21.903042
15.0,15,21.918177
16.0,16,21.936693
18.0,18,21.959913
22.0,22,21.984801
20.0,20,22.001981
15.0,15,22.014931
12.0,12,22.025305
11.0,11,22.038559
15.0,15,22.053733
18.0,18,22.070583
15.0,15,22.083988
13.0,13,22.101612
13.0,13,22.115604
13.0,13,22.131392
14.0,14,22.150335
15.0,15,22.167611
10.0,10,22.177081
11.0,11,22.189542
13.0,13,22.203026
9.0,9,22.215999
11.0,11,22.224906
13.0,13,22.238593
14.0,14,22.250305
11.0,11,22.265055
13.0,13,22.276247
13.0,13,22.286193
16.0,16,22.30587
18.0,18,22.328973
13.0,13,22.342615
22.0,22,22.367989
14.0,14,22.38193
11.0,11,22.395046
17.0,17,22.413322
19.0,19,22.432589
21.0,21,22.452595
26.0,26,22.477234
47.0,47,22.520653
38.0,38,22.566588
22.0,22,22.593544
20.0,20,22.616313
34.0,34,22.655009
14.0,14,22.66696
19.0,19,22.684925
12.0,12,22.697085
15.0,15,22.7122
13.0,13,22.722913
11.0,11,22.732466
19.0,19,22.757404
23.0,23,22.778642
23.0,23,22.800445
11.0,11,22.813683
13.0,13,22.827221
14.0,14,22.846452
16.0,16,22.866187
24.0,24,22.893377
26.0,26,22.923936
24.0,24,22.947238
28.0,28,22.972186
24.0,24,22.994465
16.0,16,23.008174
17.0,17,23.025842
25.0,25,23.057329
15.0,15,23.072114
30.0,30,23.107272
15.0,15,23.124714
13.0,13,23.138925
13.0,13,23.152378
10.0,10,23.163479
12.0,12,23.176655
10.0,10,23.187444
12.0,12,23.197217
11.0,11,23.208122
11.0,11,23.224803
11.0,11,23.23374
11.0,11,23.24647
15.0,15,23.2602
10.0,10,23.26903
9.0,9,23.278605
9.0,9,23.287961
13.0,13,23.301255
13.0,13,23.314307
13.0,13,23.332204
15.0,15,23.35028
14.0,14,23.367207
11.0,11,23.381786
11.0,11,23.391782
10.0,10,23.404005
12.0,12,23.414106
9.0,9,23.421216
10.0,10,23.43129
9.0,9,23.439343
10.0,10,23.447741
9.0,9,23.45971
9.0,9,23.46847
9.0,9,23.475768
8.0,8,23.483002
9.0,9,23.491042
11.0,11,23.508118
9.0,9,23.517272
10.0,10,23.531327
9.0,9,23.548141
11.0,11,23.562737
11.0,11,23.576162
15.0,15,23.591859
16.0,16,23.609671
25.0,25,23.637779
25.0,25,23.664601
29.0,29,23.688787
16.0,16,23.703201
25.0,25,23.726013
27.0,27,23.755296
19.0,19,23.781079
21.0,21,23.80441
20.0,20,23.827419
14.0,14,23.846616
17.0,17,23.868485
12.0,12,23.878809
16.0,16,23.89103
18.0,18,23.903723
16.0,16,23.916529
14.0,14,23.936154
12.0,12,23.946088
11.0,11,23.957286
11.0,11,23.967479
16.0,16,23.987383
11.0,11,24.000401
12.0,12,24.012396
15.0,15,24.031145
12.0,12,24.044631
10.0,10,24.054203
12.0,12,24.06766
8.0,8,24.076083
10.0,10,24.089021
9.0,9,24.097175
12.0,12,24.107094
11.0,11,24.117625
10.0,10,24.125247
9.0,9,24.136498
10.0,10,24.144837
10.0,10,24.156489
12.0,12,24.17001
8.0,8,24.184487
12.0,12,24.198946
11.0,11,24.208978
10.0,10,24.221415
12.0,12,24.234547
11.0,11,24.24729
9.0,9,24.257078
11.0,11,24.270737
10.0,10,24.280133
9.0,9,24.289677
11.0,11,24.301553
9.0,9,24.307932
10.0,10,24.317769
9.0,9,24.324694
11.0,11,24.336072
11.0,11,24.34524
10.0,10,24.353736
10.0,10,24.36583
10.0,10,24.373316
9.0,9,24.3822
9.0,9,24.391334
9.0,9,24.398328
10.0,10,24.405728
10.0,10,24.419484
9.0,9,24.42869
8.0,8,24.439009
11.0,11,24.452914
10.0,10,24.463228
11.0,11,24.476296
8.0,8,24.484681
10.0,10,24.500836
10.0,10,24.511442
9.0,9,24.520851
10.0,10,24.533119
11.0,11,24.543496
10.0,10,24.552169
14.0,14,24.567219
10.0,10,24.575469
9.0,9,24.584152
9.0,9,24.593645
9.0,9,24.600863
10.0,10,24.610118
8.0,8,24.622658
10.0,10,24.631955
10.0,10,24.640539
9.0,9,24.650547
9.0,9,24.660415
9.0,9,24.66953
9.0,9,24.6789
27.0,27,24.708689
9.0,9,24.718232
23.0,23,24.744758
9.0,9,24.754666
20.0,20,24.776855
12.0,12,24.790717
13.0,13,24.802737
10.0,10,24.809609
9.0,9,24.820395
10.0,10,24.830861
9.0,9,24.838699
10.0,10,24.847672
8.0,8,24.854959
10.0,10,24.864201
10.0,10,24.88049
10.0,10,24.890553
11.0,11,24.903229
13.0,13,24.916367
23.0,23,24.94348
36.0,36,24.983496
9.0,9,24.994112
9.0,9,25.00361
9.0,9,25.016155
9.0,9,25.023583
10.0,10,25.032015
12.0,12,25.043017
11.0,11,25.053834
35.0,35,25.096549
10.0,10,25.107787
12.0,12,25.120676
8.0,8,25.128854
10.0,10,25.140859
10.0,10,25.150537
9.0,9,25.161988
10.0,10,25.172262
8.0,8,25.181744
9.0,9,25.190712
9.0,9,25.202524
8.0,8,25.209712
10.0,10,25.222148
12.0,12,25.23215
11.0,11,25.242578
10.0,10,25.250591
11.0,11,25.263276
9.0,9,25.27213
11.0,11,25.283121
10.0,10,25.292758
12.0,12,25.303836
9.0,9,25.310452
11.0,11,25.323144
11.0,11,25.334005
9.0,9,25.345799
10.0,10,25.355194
9.0,9,25.364774
11.0,11,25.379369
9.0,9,25.390061
9.0,9,25.402579
9.0,9,25.412992
10.0,10,25.424243
10.0,10,25.437024
9.0,9,25.446396
9.0,9,25.455236
11.0,11,25.473935
9.0,9,25.480955
11.0,11,25.489907
10.0,10,25.499166
9.0,9,25.506329
8.0,8,25.514796
10.0,10,25.524523
9.0,9,25.536587
9.0,9,25.547147
10.0,10,25.557329
10.0,10,25.569382
10.0,10,25.581106
9.0,9,25.593306
9.0,9,25.601826
9.0,9,25.611512
9.0,9,25.622043
11.0,11,25.635157
12.0,12,25.646913
11.0,11,25.658185
11.0,11,25.670943
10.0,10,25.678229
9.0,9,25.685068
9.0,9,25.694776
8.0,8,25.702197
9.0,9,25.708948
10.0,10,25.717277
10.0,10,25.726817
10.0,10,25.735887
10.0,10,25.748539
9.0,9,25.758227
10.0,10,25.770622
9.0,9,25.783145
10.0,10,25.793344
9.0,9,25.805487
9.0,9,25.81481
11.0,11,25.826085
9.0,9,25.834777
14.0,14,25.848317
9.0,9,25.860651
10.0,10,25.869899
9.0,9,25.878158
8.0,8,25.884701
10.0,10,25.89672
11.0,11,25.908431
9.0,9,25.916819
9.0,9,25.923947
9.0,9,25.93294
12.0,12,25.944914
14.0,14,25.962961
10.0,10,25.971193
13.0,13,25.985506
12.0,12,25.998166
10.0,10,26.007584
11.0,11,26.020914
10.0,10,26.030963
15.0,15,26.048764
19.0,19,26.071706
19.0,19,26.09495
17.0,17,26.114692
28.0,28,26.138837
27.0,27,26.16273
25.0,25,26.185546
10.0,10,26.193583
10.0,10,26.205989
10.0,10,26.216351
11.0,11,26.229214
8.0,8,26.238401
9.0,9,26.247468
9.0,9,26.262585
8.0,8,26.27171
9.0,9,26.280809
10.0,10,26.290247
9.0,9,26.302137
10.0,10,26.311671
11.0,11,26.323178
10.0,10,26.333259
10.0,10,26.345364
8.0,8,26.354236
10.0,10,26.364948
9.0,9,26.38017
9.0,9,26.389657
8.0,8,26.397735
9.0,9,26.407561
11.0,11,26.424045
8.0,8,26.433491
10.0,10,26.443298
10.0,10,26.45583
11.0,11,26.469198
9.0,9,26.479146
9.0,9,26.487935
27.0,27,26.519165
10.0,10,26.527762
10.0,10,26.540349
22.0,22,26.560767
8.0,8,26.569463
8.0,8,26.579439
9.0,9,26.590626
8.0,8,26.597638
10.0,10,26.604719
8.0,8,26.612166
9.0,9,26.621251
10.0,10,26.634356
10.0,10,26.644208
9.0,9,26.66075
8.0,8,26.669421
10.0,10,26.679612
10.0,10,26.69523
8.0,8,26.707292
9.0,9,26.716215
9.0,9,26.725518
10.0,10,26.74156
10.0,10,26.753399
8.0,8,26.760082
10.0,10,26.77089
10.0,10,26.781577
8.0,8,26.789072
10.0,10,26.800845
9.0,9,26.80865
9.0,9,26.816114
