#{"t_start": 1616761110.7713695, "env_id": "CartPole-v1"}
r,l,t
15.0,15,4.595557
13.0,13,4.596849
12.0,12,4.598185
20.0,20,4.600082
16.0,16,4.601645
17.0,17,4.603198
36.0,36,4.606241
11.0,11,4.607361
17.0,17,4.609003
23.0,23,4.611166
27.0,27,4.618387
13.0,13,4.619686
13.0,13,4.620918
30.0,30,4.623702
11.0,11,4.624963
22.0,22,4.627007
15.0,15,4.628216
22.0,22,4.630281
29.0,29,4.632374
18.0,18,4.633816
32.0,32,4.636166
22.0,22,4.637887
13.0,13,4.639179
12.0,12,4.640279
23.0,23,4.642493
20.0,20,4.643981
16.0,16,4.645201
23.0,23,4.646681
20.0,20,4.647982
13.0,13,4.64888
24.0,24,4.650614
72.0,72,4.655854
20.0,20,4.657709
58.0,58,4.662868
12.0,12,4.663949
17.0,17,4.665591
10.0,10,4.666607
34.0,34,4.669676
36.0,36,4.672801
20.0,20,4.674234
16.0,16,4.675329
12.0,12,4.676138
17.0,17,4.677398
25.0,25,4.678991
25.0,25,4.680606
25.0,25,4.683
19.0,19,4.684699
12.0,12,4.685548
54.0,54,4.689482
12.0,12,4.6904
17.0,17,4.691712
12.0,12,4.692588
25.0,25,4.694353
11.0,11,4.695154
15.0,15,4.696331
15.0,15,4.697434
17.0,17,4.702504
21.0,21,4.70402
22.0,22,4.70559
23.0,23,4.707085
14.0,14,4.708016
37.0,37,4.71035
25.0,25,4.712065
16.0,16,4.713188
17.0,17,4.714427
46.0,46,4.717866
26.0,26,4.719778
16.0,16,4.720836
27.0,27,4.722561
10.0,10,4.723249
28.0,28,4.725156
24.0,24,4.726693
29.0,29,4.728515
18.0,18,4.729687
23.0,23,4.731306
18.0,18,4.732479
12.0,12,4.733292
9.0,9,4.733912
24.0,24,4.735537
35.0,35,4.737747
32.0,32,4.739834
16.0,16,4.740995
19.0,19,4.742435
20.0,20,4.743826
13.0,13,4.744768
24.0,24,4.746325
11.0,11,4.747195
10.0,10,4.747944
44.0,44,4.750934
29.0,29,4.753213
25.0,25,4.754943
15.0,15,4.755958
38.0,38,4.758361
37.0,37,4.760709
20.0,20,4.762118
36.0,36,4.764387
13.0,13,4.765322
16.0,16,4.76645
14.0,14,4.767566
10.0,10,4.768307
14.0,14,4.769308
26.0,26,4.775547
12.0,12,4.776508
34.0,34,4.779175
21.0,21,4.780706
19.0,19,4.782051
22.0,22,4.78372
11.0,11,4.784523
33.0,33,4.787071
21.0,21,4.788549
13.0,13,4.789628
14.0,14,4.790634
19.0,19,4.791948
17.0,17,4.793171
28.0,28,4.795237
20.0,20,4.796715
52.0,52,4.800709
18.0,18,4.802489
31.0,31,4.805363
35.0,35,4.807809
23.0,23,4.809438
14.0,14,4.81043
47.0,47,4.813902
20.0,20,4.815844
13.0,13,4.817116
28.0,28,4.819319
13.0,13,4.820752
24.0,24,4.822958
36.0,36,4.826191
11.0,11,4.827254
48.0,48,4.831572
23.0,23,4.833703
50.0,50,4.837887
18.0,18,4.839415
20.0,20,4.840892
19.0,19,4.842143
35.0,35,4.845264
19.0,19,4.847059
23.0,23,4.848886
26.0,26,4.851073
18.0,18,4.85267
23.0,23,4.854598
45.0,45,4.862945
21.0,21,4.864501
23.0,23,4.866343
16.0,16,4.86776
19.0,19,4.869498
16.0,16,4.871036
10.0,10,4.871846
11.0,11,4.872729
57.0,57,4.877043
16.0,16,4.878232
17.0,17,4.879435
11.0,11,4.880252
34.0,34,4.88271
21.0,21,4.884173
33.0,33,4.88651
26.0,26,4.888538
19.0,19,4.889933
42.0,42,4.892583
16.0,16,4.89364
13.0,13,4.894508
17.0,17,4.895728
10.0,10,4.896415
11.0,11,4.897212
23.0,23,4.898815
20.0,20,4.900313
12.0,12,4.901199
37.0,37,4.903993
24.0,24,4.905602
17.0,17,4.90683
26.0,26,4.908493
16.0,16,4.90955
20.0,20,4.910831
10.0,10,4.911613
16.0,16,4.912687
16.0,16,4.91382
21.0,21,4.915323
14.0,14,4.916467
12.0,12,4.917356
12.0,12,4.918224
23.0,23,4.919974
22.0,22,4.921753
15.0,15,4.922744
18.0,18,4.923917
13.0,13,4.924806
14.0,14,4.925835
12.0,12,4.926639
24.0,24,4.928168
20.0,20,4.929464
22.0,22,4.930984
18.0,18,4.932149
11.0,11,4.932898
20.0,20,4.937937
14.0,14,4.939116
22.0,22,4.940668
23.0,23,4.942261
12.0,12,4.94313
15.0,15,4.944335
15.0,15,4.945358
37.0,37,4.94777
12.0,12,4.948757
11.0,11,4.949954
15.0,15,4.950946
16.0,16,4.952001
10.0,10,4.952722
16.0,16,4.953882
21.0,21,4.955236
23.0,23,4.956748
19.0,19,4.957978
14.0,14,4.959007
12.0,12,4.959812
26.0,26,4.961556
11.0,11,4.962351
14.0,14,4.963455
20.0,20,4.964856
15.0,15,4.965918
38.0,38,4.968466
17.0,17,4.969809
17.0,17,4.971453
13.0,13,4.972867
33.0,33,4.975901
20.0,20,4.977516
17.0,17,4.978636
45.0,45,4.9815
11.0,11,4.982248
29.0,29,4.984278
19.0,19,4.98563
14.0,14,4.986652
57.0,57,4.990436
14.0,14,4.991966
11.0,11,4.992819
15.0,15,4.994075
10.0,10,4.994973
19.0,19,4.996865
11.0,11,4.997676
30.0,30,4.999622
31.0,31,5.001624
17.0,17,5.002928
15.0,15,5.004
33.0,33,5.006543
52.0,52,5.010048
15.0,15,5.016464
16.0,16,5.018024
21.0,21,5.019628
16.0,16,5.021075
12.0,12,5.02214
29.0,29,5.024149
18.0,18,5.0254
43.0,43,5.028795
16.0,16,5.030185
16.0,16,5.031368
25.0,25,5.033515
11.0,11,5.034559
17.0,17,5.036271
52.0,52,5.04102
36.0,36,5.043892
65.0,65,5.049844
14.0,14,5.051422
16.0,16,5.052957
35.0,35,5.055623
24.0,24,5.057917
26.0,26,5.06052
20.0,20,5.062414
12.0,12,5.063504
16.0,16,5.06494
21.0,21,5.066536
27.0,27,5.068382
27.0,27,5.07026
19.0,19,5.071684
23.0,23,5.073565
10.0,10,5.074296
11.0,11,5.075089
17.0,17,5.076281
22.0,22,5.078208
56.0,56,5.082376
19.0,19,5.083951
14.0,14,5.085182
25.0,25,5.087255
34.0,34,5.089933
13.0,13,5.09105
13.0,13,5.092008
30.0,30,5.094179
51.0,51,5.097552
19.0,19,5.102609
10.0,10,5.10339
12.0,12,5.104414
21.0,21,5.105914
49.0,49,5.109218
15.0,15,5.110282
11.0,11,5.111202
62.0,62,5.115375
14.0,14,5.116395
23.0,23,5.118006
19.0,19,5.11946
11.0,11,5.120291
28.0,28,5.122237
14.0,14,5.123237
34.0,34,5.125673
12.0,12,5.126538
17.0,17,5.127733
34.0,34,5.130047
27.0,27,5.132059
20.0,20,5.133419
26.0,26,5.135119
26.0,26,5.136871
26.0,26,5.139188
27.0,27,5.14152
32.0,32,5.14416
10.0,10,5.14489
16.0,16,5.146084
13.0,13,5.146965
15.0,15,5.147958
11.0,11,5.148737
28.0,28,5.150656
24.0,24,5.152206
23.0,23,5.1537
11.0,11,5.154448
9.0,9,5.155189
13.0,13,5.156065
16.0,16,5.15714
13.0,13,5.158019
34.0,34,5.160321
51.0,51,5.163505
21.0,21,5.164882
11.0,11,5.165631
28.0,28,5.167523
12.0,12,5.168335
10.0,10,5.169044
20.0,20,5.170416
25.0,25,5.173214
11.0,11,5.179399
11.0,11,5.180201
15.0,15,5.181215
21.0,21,5.182727
36.0,36,5.185029
27.0,27,5.186777
22.0,22,5.18821
14.0,14,5.18934
49.0,49,5.193016
19.0,19,5.194452
21.0,21,5.196143
19.0,19,5.197747
24.0,24,5.199418
34.0,34,5.20175
22.0,22,5.203309
13.0,13,5.204361
24.0,24,5.206038
15.0,15,5.207115
22.0,22,5.208672
11.0,11,5.209606
28.0,28,5.21164
27.0,27,5.214094
32.0,32,5.217026
16.0,16,5.218686
35.0,35,5.221817
34.0,34,5.224515
23.0,23,5.226527
29.0,29,5.229378
15.0,15,5.230714
26.0,26,5.233045
21.0,21,5.234969
26.0,26,5.23733
34.0,34,5.240344
10.0,10,5.241338
12.0,12,5.24247
26.0,26,5.244728
11.0,11,5.245808
26.0,26,5.248216
27.0,27,5.250665
34.0,34,5.25398
17.0,17,5.255512
18.0,18,5.256952
14.0,14,5.258276
35.0,35,5.266065
21.0,21,5.267877
10.0,10,5.268782
20.0,20,5.270739
19.0,19,5.273415
29.0,29,5.2759
15.0,15,5.277187
28.0,28,5.27951
14.0,14,5.280843
9.0,9,5.281638
18.0,18,5.283132
12.0,12,5.284274
20.0,20,5.286041
12.0,12,5.286911
45.0,45,5.290045
23.0,23,5.292095
9.0,9,5.293015
27.0,27,5.294887
23.0,23,5.296524
21.0,21,5.298017
33.0,33,5.300533
11.0,11,5.301389
18.0,18,5.302675
24.0,24,5.304338
13.0,13,5.305417
19.0,19,5.306757
19.0,19,5.308135
16.0,16,5.309318
12.0,12,5.310357
20.0,20,5.311812
32.0,32,5.314065
17.0,17,5.315468
24.0,24,5.317283
16.0,16,5.318417
36.0,36,5.320895
10.0,10,5.321638
29.0,29,5.323776
20.0,20,5.325182
19.0,19,5.326503
29.0,29,5.328487
9.0,9,5.329284
49.0,49,5.333167
21.0,21,5.334726
24.0,24,5.33642
20.0,20,5.337926
14.0,14,5.338854
49.0,49,5.341943
47.0,47,5.349432
16.0,16,5.350753
11.0,11,5.351564
58.0,58,5.355518
47.0,47,5.358748
47.0,47,5.362056
49.0,49,5.365429
18.0,18,5.366708
33.0,33,5.368973
13.0,13,5.370026
29.0,29,5.372107
35.0,35,5.374539
15.0,15,5.375674
16.0,16,5.377156
33.0,33,5.379426
45.0,45,5.38254
21.0,21,5.384028
29.0,29,5.386182
26.0,26,5.387971
67.0,67,5.392536
20.0,20,5.393943
36.0,36,5.396487
14.0,14,5.397485
19.0,19,5.398803
11.0,11,5.399626
9.0,9,5.400396
29.0,29,5.402366
11.0,11,5.403165
52.0,52,5.406791
16.0,16,5.408194
17.0,17,5.409402
11.0,11,5.410207
23.0,23,5.412437
16.0,16,5.414229
27.0,27,5.416347
12.0,12,5.417268
12.0,12,5.418148
23.0,23,5.419894
17.0,17,5.425011
15.0,15,5.426054
35.0,35,5.428288
24.0,24,5.430071
17.0,17,5.431286
13.0,13,5.432224
12.0,12,5.433109
28.0,28,5.435184
34.0,34,5.437689
12.0,12,5.438602
15.0,15,5.439698
24.0,24,5.44149
17.0,17,5.442689
17.0,17,5.443877
10.0,10,5.444633
26.0,26,5.446544
13.0,13,5.447489
14.0,14,5.448493
10.0,10,5.449255
18.0,18,5.450631
14.0,14,5.451717
20.0,20,5.45332
30.0,30,5.4554
13.0,13,5.456594
24.0,24,5.458292
17.0,17,5.459544
28.0,28,5.461554
28.0,28,5.464
14.0,14,5.465415
14.0,14,5.466779
44.0,44,5.470854
22.0,22,5.473072
11.0,11,5.474133
37.0,37,5.477448
14.0,14,5.478739
12.0,12,5.479759
14.0,14,5.480786
25.0,25,5.482534
12.0,12,5.48341
20.0,20,5.484938
26.0,26,5.486752
17.0,17,5.487962
11.0,11,5.48879
22.0,22,5.490443
14.0,14,5.491457
20.0,20,5.492944
11.0,11,5.493805
17.0,17,5.495185
45.0,45,5.498677
10.0,10,5.499842
10.0,10,5.500867
17.0,17,5.502653
15.0,15,5.509686
27.0,27,5.51167
38.0,38,5.514293
13.0,13,5.515393
18.0,18,5.516681
19.0,19,5.518007
12.0,12,5.518873
23.0,23,5.520634
9.0,9,5.521315
32.0,32,5.523494
9.0,9,5.52416
18.0,18,5.525544
42.0,42,5.528381
27.0,27,5.530444
29.0,29,5.532435
14.0,14,5.53356
23.0,23,5.535138
28.0,28,5.537074
24.0,24,5.538732
24.0,24,5.540483
12.0,12,5.541309
14.0,14,5.542241
15.0,15,5.543241
23.0,23,5.544831
13.0,13,5.545706
12.0,12,5.546499
15.0,15,5.547476
16.0,16,5.548625
11.0,11,5.549369
28.0,28,5.551139
25.0,25,5.552755
12.0,12,5.553657
19.0,19,5.554886
19.0,19,5.556103
39.0,39,5.558733
18.0,18,5.560225
40.0,40,5.562994
17.0,17,5.564193
19.0,19,5.565533
12.0,12,5.566519
22.0,22,5.568047
52.0,52,5.571626
20.0,20,5.573037
25.0,25,5.574887
9.0,9,5.575556
8.0,8,5.576158
22.0,22,5.577699
28.0,28,5.584201
23.0,23,5.585707
18.0,18,5.586874
77.0,77,5.591737
21.0,21,5.593221
29.0,29,5.595048
11.0,11,5.595784
14.0,14,5.596743
26.0,26,5.598489
11.0,11,5.599231
32.0,32,5.601262
9.0,9,5.601887
22.0,22,5.603399
19.0,19,5.604644
18.0,18,5.605844
31.0,31,5.607956
24.0,24,5.609616
13.0,13,5.610519
15.0,15,5.611639
17.0,17,5.612878
15.0,15,5.61411
15.0,15,5.615201
13.0,13,5.616163
14.0,14,5.617337
19.0,19,5.619317
15.0,15,5.620571
59.0,59,5.624604
11.0,11,5.625494
17.0,17,5.626867
53.0,53,5.630562
17.0,17,5.631781
55.0,55,5.635505
11.0,11,5.636462
26.0,26,5.638428
14.0,14,5.639462
26.0,26,5.641272
10.0,10,5.642137
16.0,16,5.643272
14.0,14,5.644274
20.0,20,5.645694
15.0,15,5.646879
10.0,10,5.647619
12.0,12,5.648487
23.0,23,5.6501
15.0,15,5.651551
20.0,20,5.653722
18.0,18,5.655449
25.0,25,5.661232
45.0,45,5.664278
14.0,14,5.665274
13.0,13,5.666144
28.0,28,5.668065
20.0,20,5.66963
21.0,21,5.671087
23.0,23,5.672726
16.0,16,5.673857
12.0,12,5.674834
11.0,11,5.675642
21.0,21,5.677329
14.0,14,5.678375
53.0,53,5.68208
11.0,11,5.682889
19.0,19,5.68421
23.0,23,5.685816
15.0,15,5.686996
20.0,20,5.68839
23.0,23,5.690017
9.0,9,5.690684
19.0,19,5.692265
22.0,22,5.693831
20.0,20,5.695254
40.0,40,5.697969
30.0,30,5.700268
32.0,32,5.702457
12.0,12,5.703329
27.0,27,5.705191
12.0,12,5.706169
32.0,32,5.708353
17.0,17,5.709553
12.0,12,5.710422
22.0,22,5.712064
23.0,23,5.713675
17.0,17,5.714876
23.0,23,5.716455
9.0,9,5.717244
9.0,9,5.717914
13.0,13,5.718844
12.0,12,5.719708
32.0,32,5.722033
24.0,24,5.72368
10.0,10,5.724417
25.0,25,5.726156
37.0,37,5.728914
22.0,22,5.730768
52.0,52,5.739385
24.0,24,5.740996
18.0,18,5.742315
44.0,44,5.745092
30.0,30,5.747012
12.0,12,5.747853
19.0,19,5.749204
13.0,13,5.75007
52.0,52,5.753323
19.0,19,5.75455
12.0,12,5.755456
26.0,26,5.757133
20.0,20,5.758435
32.0,32,5.760737
20.0,20,5.762259
39.0,39,5.765078
12.0,12,5.765952
30.0,30,5.768004
51.0,51,5.77193
14.0,14,5.773452
24.0,24,5.775775
49.0,49,5.779572
35.0,35,5.781991
23.0,23,5.783484
13.0,13,5.784356
11.0,11,5.78513
10.0,10,5.785921
23.0,23,5.787399
11.0,11,5.788147
20.0,20,5.789442
18.0,18,5.790906
19.0,19,5.79215
21.0,21,5.793529
52.0,52,5.796762
29.0,29,5.798706
16.0,16,5.799754
15.0,15,5.800744
34.0,34,5.802899
23.0,23,5.804473
13.0,13,5.805363
33.0,33,5.811139
10.0,10,5.811917
13.0,13,5.813351
15.0,15,5.814718
18.0,18,5.816288
12.0,12,5.81735
32.0,32,5.820104
22.0,22,5.82211
18.0,18,5.823432
17.0,17,5.824677
13.0,13,5.825781
29.0,29,5.827822
12.0,12,5.828708
10.0,10,5.829462
26.0,26,5.831385
31.0,31,5.833558
31.0,31,5.835701
46.0,46,5.83885
28.0,28,5.840914
13.0,13,5.841887
10.0,10,5.842633
17.0,17,5.843837
11.0,11,5.844769
12.0,12,5.845645
17.0,17,5.846846
20.0,20,5.848243
29.0,29,5.850376
20.0,20,5.852108
11.0,11,5.85294
27.0,27,5.854795
11.0,11,5.855722
18.0,18,5.857021
13.0,13,5.858006
27.0,27,5.859888
19.0,19,5.861419
15.0,15,5.862506
18.0,18,5.863778
18.0,18,5.865082
12.0,12,5.866103
18.0,18,5.867382
11.0,11,5.868195
11.0,11,5.869023
15.0,15,5.870227
12.0,12,5.871109
19.0,19,5.872461
16.0,16,5.873622
20.0,20,5.875146
10.0,10,5.87589
16.0,16,5.877043
32.0,32,5.879252
26.0,26,5.881192
93.0,93,5.891839
31.0,31,5.894046
17.0,17,5.895247
20.0,20,5.896798
11.0,11,5.897612
16.0,16,5.898743
18.0,18,5.900015
16.0,16,5.901284
30.0,30,5.903354
49.0,49,5.906674
11.0,11,5.907487
31.0,31,5.909729
26.0,26,5.911532
13.0,13,5.912472
21.0,21,5.914152
12.0,12,5.915142
24.0,24,5.916822
35.0,35,5.919224
46.0,46,5.922377
25.0,25,5.924205
25.0,25,5.925957
11.0,11,5.926759
11.0,11,5.927569
19.0,19,5.92903
35.0,35,5.931655
13.0,13,5.933036
23.0,23,5.935186
24.0,24,5.93774
11.0,11,5.938735
12.0,12,5.939619
38.0,38,5.942241
37.0,37,5.945061
25.0,25,5.94679
10.0,10,5.947536
29.0,29,5.949548
15.0,15,5.950734
11.0,11,5.951569
18.0,18,5.952884
23.0,23,5.954513
32.0,32,5.956948
18.0,18,5.958255
60.0,60,5.962311
14.0,14,5.963322
22.0,22,5.96899
16.0,16,5.970157
20.0,20,5.971676
22.0,22,5.97337
14.0,14,5.9747
10.0,10,5.975449
13.0,13,5.976389
16.0,16,5.977536
10.0,10,5.978421
11.0,11,5.979224
15.0,15,5.980291
24.0,24,5.981965
11.0,11,5.982886
35.0,35,5.985305
11.0,11,5.986109
37.0,37,5.988717
17.0,17,5.990036
33.0,33,5.992301
25.0,25,5.99405
17.0,17,5.995259
34.0,34,5.997714
18.0,18,5.998973
24.0,24,6.000634
15.0,15,6.001699
16.0,16,6.002965
15.0,15,6.004029
19.0,19,6.005517
15.0,15,6.00664
24.0,24,6.008412
89.0,89,6.014449
12.0,12,6.015329
26.0,26,6.017144
32.0,32,6.019463
12.0,12,6.020339
13.0,13,6.021291
20.0,20,6.022691
15.0,15,6.023894
17.0,17,6.02512
21.0,21,6.026587
49.0,49,6.029924
33.0,33,6.032286
19.0,19,6.033642
18.0,18,6.034911
20.0,20,6.036502
41.0,41,6.039428
16.0,16,6.044641
20.0,20,6.046087
29.0,29,6.048098
28.0,28,6.050189
15.0,15,6.051357
13.0,13,6.052763
21.0,21,6.054748
22.0,22,6.056859
13.0,13,6.057895
12.0,12,6.058793
67.0,67,6.063406
30.0,30,6.065709
45.0,45,6.068952
29.0,29,6.070963
13.0,13,6.071902
23.0,23,6.073665
14.0,14,6.074673
33.0,33,6.076964
11.0,11,6.07777
16.0,16,6.079024
20.0,20,6.080428
19.0,19,6.08178
23.0,23,6.083411
34.0,34,6.085878
12.0,12,6.086757
25.0,25,6.088519
16.0,16,6.089692
12.0,12,6.090907
19.0,19,6.092911
21.0,21,6.094453
26.0,26,6.096253
13.0,13,6.097533
17.0,17,6.098748
10.0,10,6.099484
40.0,40,6.102208
20.0,20,6.103779
24.0,24,6.105476
35.0,35,6.107939
12.0,12,6.108906
20.0,20,6.110493
31.0,31,6.11266
18.0,18,6.113939
29.0,29,6.115946
31.0,31,6.118258
20.0,20,6.123494
44.0,44,6.126354
50.0,50,6.129987
12.0,12,6.131052
19.0,19,6.132374
15.0,15,6.133473
25.0,25,6.135311
12.0,12,6.136766
14.0,14,6.138047
24.0,24,6.140267
28.0,28,6.143273
34.0,34,6.14664
14.0,14,6.147748
22.0,22,6.14932
12.0,12,6.150239
13.0,13,6.151348
15.0,15,6.152439
24.0,24,6.154127
29.0,29,6.156141
26.0,26,6.158127
23.0,23,6.159878
14.0,14,6.160893
31.0,31,6.163023
11.0,11,6.163952
52.0,52,6.167471
26.0,26,6.169262
11.0,11,6.17008
11.0,11,6.171122
13.0,13,6.172067
19.0,19,6.173411
18.0,18,6.174678
13.0,13,6.175736
44.0,44,6.178738
17.0,17,6.179943
13.0,13,6.180888
16.0,16,6.18213
10.0,10,6.18287
28.0,28,6.18481
18.0,18,6.186063
40.0,40,6.189028
14.0,14,6.190089
16.0,16,6.191224
12.0,12,6.192091
15.0,15,6.193285
24.0,24,6.195067
17.0,17,6.196259
12.0,12,6.197127
17.0,17,6.198429
25.0,25,6.203841
20.0,20,6.205352
10.0,10,6.206044
25.0,25,6.207755
21.0,21,6.209109
22.0,22,6.210833
8.0,8,6.211635
12.0,12,6.212907
31.0,31,6.215591
12.0,12,6.216712
16.0,16,6.218147
15.0,15,6.219634
27.0,27,6.222018
19.0,19,6.223708
14.0,14,6.224958
15.0,15,6.22628
30.0,30,6.228144
31.0,31,6.230103
21.0,21,6.231445
37.0,37,6.233887
17.0,17,6.235116
24.0,24,6.236706
20.0,20,6.238001
17.0,17,6.239209
15.0,15,6.24018
20.0,20,6.241485
14.0,14,6.242409
21.0,21,6.243892
17.0,17,6.245013
29.0,29,6.246843
20.0,20,6.24812
16.0,16,6.249279
19.0,19,6.250513
28.0,28,6.252522
18.0,18,6.253945
11.0,11,6.255164
24.0,24,6.257202
18.0,18,6.258741
21.0,21,6.260402
30.0,30,6.262911
16.0,16,6.264064
14.0,14,6.265041
25.0,25,6.26685
12.0,12,6.267774
15.0,15,6.268778
28.0,28,6.27058
15.0,15,6.271653
13.0,13,6.272717
79.0,79,6.281618
23.0,23,6.283125
32.0,32,6.285176
11.0,11,6.286048
43.0,43,6.288851
42.0,42,6.291577
22.0,22,6.293285
22.0,22,6.29537
18.0,18,6.296835
24.0,24,6.298382
15.0,15,6.299374
18.0,18,6.300685
11.0,11,6.301426
14.0,14,6.30235
19.0,19,6.303586
12.0,12,6.304497
28.0,28,6.306301
20.0,20,6.307591
35.0,35,6.309862
25.0,25,6.311628
59.0,59,6.315344
13.0,13,6.316219
14.0,14,6.317151
15.0,15,6.318266
54.0,54,6.321635
19.0,19,6.322865
18.0,18,6.324065
17.0,17,6.325313
20.0,20,6.326606
10.0,10,6.327504
36.0,36,6.329896
14.0,14,6.331057
10.0,10,6.331798
16.0,16,6.332947
16.0,16,6.334082
14.0,14,6.335189
14.0,14,6.336189
10.0,10,6.336937
34.0,34,6.339238
29.0,29,6.341339
11.0,11,6.342129
14.0,14,6.343056
46.0,46,6.34608
19.0,19,6.347593
21.0,21,6.355194
9.0,9,6.364009
9.0,9,6.373069
11.0,11,6.385371
10.0,10,6.396887
8.0,8,6.4043
10.0,10,6.415222
10.0,10,6.432381
9.0,9,6.443028
9.0,9,6.454377
10.0,10,6.469079
9.0,9,6.478951
9.0,9,6.489664
10.0,10,6.502348
9.0,9,6.513527
9.0,9,6.523658
9.0,9,6.533638
10.0,10,6.546994
10.0,10,6.556567
12.0,12,6.572888
9.0,9,6.590545
9.0,9,6.600763
10.0,10,6.609995
10.0,10,6.620623
10.0,10,6.630386
10.0,10,6.642968
9.0,9,6.652399
10.0,10,6.66703
10.0,10,6.676635
8.0,8,6.685631
9.0,9,6.697407
11.0,11,6.71496
9.0,9,6.723928
10.0,10,6.736867
10.0,10,6.748485
9.0,9,6.759399
8.0,8,6.767406
11.0,11,6.779812
10.0,10,6.793334
9.0,9,6.800449
8.0,8,6.807328
12.0,12,6.816952
10.0,10,6.827836
11.0,11,6.839833
9.0,9,6.850617
11.0,11,6.859403
10.0,10,6.871124
10.0,10,6.880486
9.0,9,6.894531
11.0,11,6.909186
10.0,10,6.921956
10.0,10,6.937887
10.0,10,6.953057
9.0,9,6.962808
9.0,9,6.974807
10.0,10,6.989819
11.0,11,7.003024
10.0,10,7.010394
10.0,10,7.019755
9.0,9,7.027179
10.0,10,7.036191
10.0,10,7.047681
8.0,8,7.058151
9.0,9,7.065986
8.0,8,7.074509
9.0,9,7.084915
9.0,9,7.098963
10.0,10,7.109264
10.0,10,7.122941
9.0,9,7.133717
9.0,9,7.145122
9.0,9,7.155424
8.0,8,7.165876
9.0,9,7.180091
9.0,9,7.190609
11.0,11,7.204412
9.0,9,7.21382
9.0,9,7.22385
10.0,10,7.23706
10.0,10,7.246253
10.0,10,7.257693
10.0,10,7.266916
9.0,9,7.276463
8.0,8,7.283774
11.0,11,7.294772
8.0,8,7.303027
10.0,10,7.315916
9.0,9,7.326935
10.0,10,7.339761
10.0,10,7.353961
8.0,8,7.364631
10.0,10,7.378069
10.0,10,7.391384
9.0,9,7.401732
10.0,10,7.416745
10.0,10,7.428201
9.0,9,7.437276
8.0,8,7.443949
9.0,9,7.454252
8.0,8,7.464322
12.0,12,7.475776
8.0,8,7.483165
8.0,8,7.490231
9.0,9,7.497619
10.0,10,7.50479
9.0,9,7.519943
10.0,10,7.530248
9.0,9,7.540924
8.0,8,7.55013
9.0,9,7.56359
10.0,10,7.57569
10.0,10,7.59148
8.0,8,7.602988
11.0,11,7.6146
12.0,12,7.627844
11.0,11,7.63978
8.0,8,7.648993
8.0,8,7.657576
9.0,9,7.66502
9.0,9,7.676336
10.0,10,7.683744
8.0,8,7.690546
11.0,11,7.701083
8.0,8,7.709071
11.0,11,7.724083
9.0,9,7.731122
9.0,9,7.739053
10.0,10,7.75338
10.0,10,7.765089
11.0,11,7.779493
9.0,9,7.788437
8.0,8,7.797957
11.0,11,7.811282
9.0,9,7.820214
11.0,11,7.83253
8.0,8,7.841675
13.0,13,7.854909
12.0,12,7.869284
12.0,12,7.880651
10.0,10,7.890129
10.0,10,7.898443
13.0,13,7.908796
12.0,12,7.91952
10.0,10,7.929905
10.0,10,7.939392
9.0,9,7.950288
10.0,10,7.960364
10.0,10,7.974827
15.0,15,7.990105
12.0,12,8.003688
12.0,12,8.016107
16.0,16,8.036461
9.0,9,8.049173
14.0,14,8.063983
16.0,16,8.081861
14.0,14,8.096333
14.0,14,8.108985
12.0,12,8.121255
11.0,11,8.132063
14.0,14,8.144757
13.0,13,8.159985
14.0,14,8.174109
12.0,12,8.188526
12.0,12,8.202719
12.0,12,8.216822
14.0,14,8.235807
11.0,11,8.245831
11.0,11,8.261088
9.0,9,8.271162
12.0,12,8.284432
12.0,12,8.295659
12.0,12,8.306318
13.0,13,8.320408
10.0,10,8.328203
10.0,10,8.341113
14.0,14,8.35507
11.0,11,8.366085
15.0,15,8.378714
12.0,12,8.390013
12.0,12,8.401766
17.0,17,8.418943
9.0,9,8.428418
18.0,18,8.449849
12.0,12,8.466559
11.0,11,8.476645
15.0,15,8.494736
14.0,14,8.513269
12.0,12,8.526654
14.0,14,8.537804
14.0,14,8.554645
12.0,12,8.566172
14.0,14,8.580982
10.0,10,8.591667
10.0,10,8.599891
11.0,11,8.614717
15.0,15,8.630635
12.0,12,8.642184
10.0,10,8.650096
11.0,11,8.662483
12.0,12,8.677463
12.0,12,8.690194
14.0,14,8.704287
12.0,12,8.716477
15.0,15,8.734096
14.0,14,8.751608
13.0,13,8.76622
10.0,10,8.77797
10.0,10,8.789744
9.0,9,8.796007
14.0,14,8.809257
14.0,14,8.822466
15.0,15,8.839482
14.0,14,8.849603
12.0,12,8.860705
12.0,12,8.873684
11.0,11,8.886461
12.0,12,8.902473
9.0,9,8.91486
14.0,14,8.933105
14.0,14,8.951807
12.0,12,8.966947
13.0,13,8.9867
9.0,9,8.999337
16.0,16,9.014736
16.0,16,9.030032
15.0,15,9.044014
10.0,10,9.05098
10.0,10,9.064099
9.0,9,9.072339
9.0,9,9.080061
13.0,13,9.096187
10.0,10,9.111315
12.0,12,9.125181
10.0,10,9.136476
12.0,12,9.150312
12.0,12,9.165329
15.0,15,9.184773
12.0,12,9.198976
13.0,13,9.212311
11.0,11,9.224131
15.0,15,9.240243
15.0,15,9.256374
11.0,11,9.269674
10.0,10,9.279581
14.0,14,9.28968
21.0,21,9.312802
13.0,13,9.32596
14.0,14,9.340853
18.0,18,9.363383
19.0,19,9.388433
12.0,12,9.402156
11.0,11,9.413268
14.0,14,9.431289
18.0,18,9.446908
