#{"t_start": 1617027462.80121, "env_id": "CartPole-v1"}
r,l,t
11.0,11,182.898302
13.0,13,182.916675
11.0,11,182.939502
13.0,13,182.958847
11.0,11,182.976178
9.0,9,182.98919
13.0,13,183.012501
12.0,12,183.030725
12.0,12,183.050814
11.0,11,183.073597
11.0,11,183.102509
10.0,10,183.120397
12.0,12,183.155288
14.0,14,183.178822
13.0,13,183.20178
15.0,15,183.223824
11.0,11,183.241142
10.0,10,183.254042
13.0,13,183.276841
13.0,13,183.302727
10.0,10,183.320285
12.0,12,183.343348
11.0,11,183.370333
11.0,11,183.392183
10.0,10,183.405481
10.0,10,183.4211
9.0,9,183.438173
11.0,11,183.455091
12.0,12,183.473666
9.0,9,183.48699
12.0,12,183.513108
11.0,11,183.534221
9.0,9,183.54712
12.0,12,183.567898
11.0,11,183.596722
11.0,11,183.615751
11.0,11,183.639388
11.0,11,183.661139
10.0,10,183.680076
13.0,13,183.702604
10.0,10,183.71657
12.0,12,183.735328
14.0,14,183.763581
12.0,12,183.783233
11.0,11,183.802121
10.0,10,183.824551
14.0,14,183.857232
12.0,12,183.880878
11.0,11,183.89997
13.0,13,183.92017
9.0,9,183.943894
11.0,11,183.957967
11.0,11,183.977369
12.0,12,183.997169
10.0,10,184.019845
8.0,8,184.032731
10.0,10,184.050195
8.0,8,184.066824
11.0,11,184.095031
13.0,13,184.119179
9.0,9,184.136378
10.0,10,184.160053
9.0,9,184.18095
13.0,13,184.20075
13.0,13,184.223365
11.0,11,184.238697
10.0,10,184.260526
14.0,14,184.279792
10.0,10,184.301894
12.0,12,184.324873
10.0,10,184.34872
11.0,11,184.371179
14.0,14,184.398602
10.0,10,184.412689
12.0,12,184.435937
11.0,11,184.452262
10.0,10,184.464502
11.0,11,184.481245
10.0,10,184.504358
12.0,12,184.524445
11.0,11,184.539975
15.0,15,184.568917
13.0,13,184.597139
9.0,9,184.617771
14.0,14,184.640517
8.0,8,184.652951
11.0,11,184.674671
13.0,13,184.692447
11.0,11,184.710598
12.0,12,184.729468
9.0,9,184.74716
11.0,11,184.764712
11.0,11,184.783155
11.0,11,184.800462
11.0,11,184.829316
13.0,13,184.852556
9.0,9,184.873596
11.0,11,184.888855
11.0,11,184.91248
13.0,13,184.932889
13.0,13,184.954731
12.0,12,184.98522
10.0,10,185.00407
10.0,10,185.022663
13.0,13,185.047208
11.0,11,185.069522
10.0,10,185.092623
12.0,12,185.117221
14.0,14,185.142166
10.0,10,185.155804
13.0,13,185.184459
11.0,11,185.204412
11.0,11,185.222027
9.0,9,185.234877
12.0,12,185.25846
11.0,11,185.275459
10.0,10,185.290495
11.0,11,185.313431
12.0,12,185.340722
10.0,10,185.361142
12.0,12,185.385743
11.0,11,185.400773
12.0,12,185.424389
11.0,11,185.442454
12.0,12,185.461678
9.0,9,185.474998
10.0,10,185.496871
11.0,11,185.513483
10.0,10,185.532042
9.0,9,185.549788
11.0,11,185.577489
9.0,9,185.593783
11.0,11,185.61692
8.0,8,185.631228
12.0,12,185.657181
10.0,10,185.674039
12.0,12,185.692207
9.0,9,185.70542
10.0,10,185.723808
13.0,13,185.746304
11.0,11,185.761264
10.0,10,185.783109
10.0,10,185.805702
11.0,11,185.82965
9.0,9,185.846272
12.0,12,185.870126
11.0,11,185.899724
10.0,10,185.918152
9.0,9,185.933156
9.0,9,185.946882
11.0,11,185.969497
12.0,12,185.988436
14.0,14,186.0136
11.0,11,186.037809
9.0,9,186.061797
13.0,13,186.096459
11.0,11,186.112315
13.0,13,186.136823
13.0,13,186.163973
9.0,9,186.179162
10.0,10,186.200371
9.0,9,186.216309
11.0,11,186.24231
9.0,9,186.262406
10.0,10,186.281348
9.0,9,186.302846
12.0,12,186.33325
8.0,8,186.34942
9.0,9,186.364917
10.0,10,186.380114
8.0,8,186.396866
10.0,10,186.414257
13.0,13,186.433592
10.0,10,186.450381
12.0,12,186.472939
11.0,11,186.487165
12.0,12,186.506763
10.0,10,186.533935
10.0,10,186.563379
9.0,9,186.584731
10.0,10,186.602393
10.0,10,186.623866
9.0,9,186.64325
12.0,12,186.662118
14.0,14,186.682009
11.0,11,186.699926
12.0,12,186.721573
12.0,12,186.740485
9.0,9,186.755399
12.0,12,186.777699
12.0,12,186.806452
12.0,12,186.830289
16.0,16,186.860562
11.0,11,186.89196
12.0,12,186.917357
10.0,10,186.942099
10.0,10,186.958845
11.0,11,186.979522
11.0,11,187.004062
13.0,13,187.024439
12.0,12,187.045132
13.0,13,187.069428
13.0,13,187.099247
9.0,9,187.119529
10.0,10,187.13671
12.0,12,187.158577
9.0,9,187.179588
12.0,12,187.202724
10.0,10,187.223452
9.0,9,187.239442
9.0,9,187.259543
12.0,12,187.279496
9.0,9,187.297448
11.0,11,187.311164
14.0,14,187.34076
9.0,9,187.354916
12.0,12,187.374357
9.0,9,187.388957
13.0,13,187.417919
13.0,13,187.437532
12.0,12,187.457606
11.0,11,187.477293
11.0,11,187.497592
12.0,12,187.517686
10.0,10,187.538701
12.0,12,187.561843
13.0,13,187.58637
14.0,14,187.610739
11.0,11,187.626301
11.0,11,187.644413
11.0,11,187.66785
14.0,14,187.687456
11.0,11,187.705413
12.0,12,187.723592
11.0,11,187.746397
11.0,11,187.764762
10.0,10,187.779606
12.0,12,187.799532
12.0,12,187.82615
12.0,12,187.850706
10.0,10,187.869548
10.0,10,187.889857
13.0,13,187.916779
9.0,9,187.934264
11.0,11,187.950235
11.0,11,187.969728
12.0,12,187.994031
10.0,10,188.011689
11.0,11,188.02668
11.0,11,188.046499
11.0,11,188.07155
12.0,12,188.092788
9.0,9,188.10757
12.0,12,188.127555
12.0,12,188.152902
13.0,13,188.174354
10.0,10,188.192929
12.0,12,188.212325
10.0,10,188.232913
11.0,11,188.25207
12.0,12,188.274746
10.0,10,188.293459
12.0,12,188.31858
10.0,10,188.334179
10.0,10,188.35298
10.0,10,188.374077
11.0,11,188.397365
9.0,9,188.410672
11.0,11,188.428246
9.0,9,188.441233
9.0,9,188.458593
11.0,11,188.475374
9.0,9,188.488479
10.0,10,188.50518
9.0,9,188.529511
11.0,11,188.549968
10.0,10,188.565732
11.0,11,188.585296
11.0,11,188.609447
10.0,10,188.624836
9.0,9,188.642337
12.0,12,188.662771
9.0,9,188.682048
13.0,13,188.701217
9.0,9,188.716217
10.0,10,188.753234
9.0,9,188.773447
10.0,10,188.79305
10.0,10,188.808568
9.0,9,188.823139
10.0,10,188.847835
13.0,13,188.868804
8.0,8,188.883208
9.0,9,188.899876
12.0,12,188.927125
10.0,10,188.947779
15.0,15,188.973171
11.0,11,188.98883
10.0,10,189.013021
10.0,10,189.028795
12.0,12,189.048584
13.0,13,189.072335
9.0,9,189.09285
9.0,9,189.108102
10.0,10,189.126984
9.0,9,189.142053
8.0,8,189.163143
13.0,13,189.184982
9.0,9,189.199833
8.0,8,189.213982
11.0,11,189.240794
10.0,10,189.260239
13.0,13,189.281451
10.0,10,189.295957
9.0,9,189.318149
12.0,12,189.336561
13.0,13,189.356969
12.0,12,189.376865
13.0,13,189.401748
13.0,13,189.422157
11.0,11,189.442821
12.0,12,189.461588
12.0,12,189.485717
13.0,13,189.505308
13.0,13,189.531503
11.0,11,189.547441
10.0,10,189.572274
11.0,11,189.593461
9.0,9,189.607372
11.0,11,189.625609
10.0,10,189.64672
13.0,13,189.668374
9.0,9,189.687163
9.0,9,189.700769
8.0,8,189.719123
10.0,10,189.734166
10.0,10,189.751117
10.0,10,189.765319
11.0,11,189.789558
9.0,9,189.803625
10.0,10,189.821458
10.0,10,189.836431
10.0,10,189.859629
9.0,9,189.873934
10.0,10,189.892452
10.0,10,189.907773
10.0,10,189.93243
10.0,10,189.947339
10.0,10,189.964694
11.0,11,189.978945
8.0,8,189.996289
11.0,11,190.014344
10.0,10,190.031107
9.0,9,190.044438
9.0,9,190.06256
9.0,9,190.075885
10.0,10,190.093201
13.0,13,190.112074
12.0,12,190.135826
10.0,10,190.153206
9.0,9,190.165959
10.0,10,190.180076
9.0,9,190.201657
11.0,11,190.217907
9.0,9,190.233568
10.0,10,190.247384
9.0,9,190.267072
14.0,14,190.289569
11.0,11,190.307457
11.0,11,190.322261
13.0,13,190.350576
11.0,11,190.365565
11.0,11,190.383258
10.0,10,190.400562
11.0,11,190.41966
13.0,13,190.442017
12.0,12,190.46023
10.0,10,190.474426
9.0,9,190.492368
11.0,11,190.510862
14.0,14,190.54864
9.0,9,190.562687
11.0,11,190.586418
12.0,12,190.605105
10.0,10,190.619287
11.0,11,190.636556
8.0,8,190.654039
10.0,10,190.66867
9.0,9,190.685578
9.0,9,190.698888
10.0,10,190.717804
10.0,10,190.734542
9.0,9,190.747855
9.0,9,190.760464
9.0,9,190.782671
12.0,12,190.801586
14.0,14,190.821694
16.0,16,190.844425
14.0,14,190.872513
11.0,11,190.88733
11.0,11,190.905423
9.0,9,190.918391
10.0,10,190.941868
11.0,11,190.960174
11.0,11,190.974859
11.0,11,190.992322
13.0,13,191.015832
14.0,14,191.039532
12.0,12,191.059112
11.0,11,191.07839
11.0,11,191.097608
11.0,11,191.114882
12.0,12,191.133768
11.0,11,191.150962
10.0,10,191.169609
9.0,9,191.1863
10.0,10,191.200271
10.0,10,191.217054
9.0,9,191.235177
10.0,10,191.249362
10.0,10,191.266622
10.0,10,191.281783
13.0,13,191.310256
10.0,10,191.324432
11.0,11,191.342656
12.0,12,191.36098
13.0,13,191.385317
12.0,12,191.404171
14.0,14,191.426778
13.0,13,191.44648
13.0,13,191.470604
11.0,11,191.489034
10.0,10,191.503002
14.0,14,191.529514
11.0,11,191.552154
10.0,10,191.565736
10.0,10,191.58314
10.0,10,191.597586
11.0,11,191.621015
9.0,9,191.63465
9.0,9,191.647604
12.0,12,191.665816
10.0,10,191.689258
9.0,9,191.702641
9.0,9,191.71528
11.0,11,191.733652
10.0,10,191.76218
10.0,10,191.775915
9.0,9,191.789196
12.0,12,191.806281
12.0,12,191.829463
9.0,9,191.846179
11.0,11,191.860929
11.0,11,191.879023
10.0,10,191.900845
17.0,17,191.925523
12.0,12,191.948129
9.0,9,191.96205
9.0,9,191.979999
10.0,10,191.997735
11.0,11,192.015502
13.0,13,192.03503
10.0,10,192.053228
10.0,10,192.070604
10.0,10,192.084562
8.0,8,192.098759
10.0,10,192.123022
10.0,10,192.137583
9.0,9,192.155278
10.0,10,192.170555
11.0,11,192.195047
9.0,9,192.208872
10.0,10,192.238424
10.0,10,192.252396
10.0,10,192.275131
8.0,8,192.289068
12.0,12,192.306741
9.0,9,192.320118
9.0,9,192.338144
10.0,10,192.355632
9.0,9,192.368925
11.0,11,192.386899
10.0,10,192.405616
8.0,8,192.418457
10.0,10,192.435776
10.0,10,192.456368
9.0,9,192.474648
9.0,9,192.491369
9.0,9,192.504351
10.0,10,192.520412
12.0,12,192.544905
11.0,11,192.562962
10.0,10,192.582006
10.0,10,192.597546
10.0,10,192.624265
8.0,8,192.637486
8.0,8,192.650871
10.0,10,192.665895
9.0,9,192.685146
10.0,10,192.703525
10.0,10,192.71812
10.0,10,192.736648
9.0,9,192.755432
11.0,11,192.773544
9.0,9,192.787838
9.0,9,192.801867
10.0,10,192.825239
8.0,8,192.838738
10.0,10,192.85307
10.0,10,192.871527
9.0,9,192.890496
9.0,9,192.903064
9.0,9,192.920211
11.0,11,192.935974
8.0,8,192.959595
10.0,10,192.977274
11.0,11,192.995016
9.0,9,193.008316
11.0,11,193.031696
10.0,10,193.045701
9.0,9,193.059076
8.0,8,193.07208
9.0,9,193.093049
8.0,8,193.106286
10.0,10,193.12083
9.0,9,193.134322
10.0,10,193.156572
9.0,9,193.169615
12.0,12,193.187732
10.0,10,193.204941
8.0,8,193.222576
9.0,9,193.235799
10.0,10,193.250279
9.0,9,193.26802
9.0,9,193.286951
10.0,10,193.302595
11.0,11,193.322695
10.0,10,193.341173
10.0,10,193.360931
10.0,10,193.37921
8.0,8,193.393073
13.0,13,193.415135
13.0,13,193.446771
14.0,14,193.474881
13.0,13,193.497035
12.0,12,193.51946
14.0,14,193.54793
9.0,9,193.565623
11.0,11,193.581076
10.0,10,193.600283
13.0,13,193.62695
11.0,11,193.648162
12.0,12,193.667434
10.0,10,193.682803
10.0,10,193.706113
12.0,12,193.725853
11.0,11,193.74585
11.0,11,193.761424
10.0,10,193.784831
9.0,9,193.798407
13.0,13,193.818
15.0,15,193.841438
11.0,11,193.863296
11.0,11,193.881123
14.0,14,193.900725
11.0,11,193.918492
12.0,12,193.942916
12.0,12,193.962183
13.0,13,193.983332
12.0,12,194.001723
11.0,11,194.035919
12.0,12,194.05406
9.0,9,194.066913
11.0,11,194.084682
11.0,11,194.106662
13.0,13,194.125594
11.0,11,194.143319
13.0,13,194.162756
14.0,14,194.186472
14.0,14,194.208777
15.0,15,194.234247
15.0,15,194.255865
12.0,12,194.279967
11.0,11,194.297856
13.0,13,194.319764
13.0,13,194.343229
11.0,11,194.363009
16.0,16,194.387505
12.0,12,194.406564
11.0,11,194.425173
14.0,14,194.452459
11.0,11,194.466182
13.0,13,194.48896
11.0,11,194.503221
12.0,12,194.527916
15.0,15,194.551754
11.0,11,194.567758
13.0,13,194.585769
11.0,11,194.608055
10.0,10,194.621718
10.0,10,194.639288
12.0,12,194.660966
10.0,10,194.680506
9.0,9,194.69703
10.0,10,194.710916
9.0,9,194.725296
10.0,10,194.746659
11.0,11,194.76352
8.0,8,194.776285
10.0,10,194.789175
9.0,9,194.805996
9.0,9,194.821367
10.0,10,194.834856
13.0,13,194.853097
10.0,10,194.875342
8.0,8,194.887562
9.0,9,194.900711
11.0,11,194.918347
10.0,10,194.937636
9.0,9,194.954395
10.0,10,194.974272
9.0,9,194.989227
9.0,9,195.011678
11.0,11,195.02682
9.0,9,195.044199
10.0,10,195.057907
10.0,10,195.080863
10.0,10,195.09437
9.0,9,195.108082
9.0,9,195.126161
11.0,11,195.146174
11.0,11,195.164565
8.0,8,195.177321
8.0,8,195.190151
10.0,10,195.212753
11.0,11,195.227262
9.0,9,195.24358
10.0,10,195.258316
9.0,9,195.276889
10.0,10,195.293188
9.0,9,195.306435
11.0,11,195.326944
9.0,9,195.346631
10.0,10,195.363377
9.0,9,195.376047
9.0,9,195.389328
10.0,10,195.412685
11.0,11,195.429724
9.0,9,195.448803
10.0,10,195.464725
10.0,10,195.4884
9.0,9,195.503278
10.0,10,195.519428
10.0,10,195.540446
9.0,9,195.559961
9.0,9,195.574409
10.0,10,195.593553
8.0,8,195.606436
10.0,10,195.625779
8.0,8,195.638093
9.0,9,195.657178
10.0,10,195.672779
10.0,10,195.69748
8.0,8,195.710303
11.0,11,195.725445
10.0,10,195.755055
10.0,10,195.774472
10.0,10,195.791177
9.0,9,195.804344
9.0,9,195.817527
9.0,9,195.839048
9.0,9,195.852215
9.0,9,195.865488
10.0,10,195.882036
9.0,9,195.900641
10.0,10,195.914275
11.0,11,195.932366
10.0,10,195.950144
10.0,10,195.967597
10.0,10,195.984798
11.0,11,196.001842
9.0,9,196.018811
12.0,12,196.042124
10.0,10,196.055663
10.0,10,196.074485
9.0,9,196.088782
10.0,10,196.108603
10.0,10,196.126611
9.0,9,196.141081
9.0,9,196.155341
9.0,9,196.176683
11.0,11,196.191416
8.0,8,196.203942
10.0,10,196.221201
9.0,9,196.239777
8.0,8,196.252922
9.0,9,196.266151
11.0,11,196.283459
10.0,10,196.305675
11.0,11,196.32
9.0,9,196.338978
9.0,9,196.352974
10.0,10,196.372323
8.0,8,196.384906
10.0,10,196.401779
9.0,9,196.41449
10.0,10,196.436099
9.0,9,196.449402
9.0,9,196.461985
10.0,10,196.478851
10.0,10,196.496856
8.0,8,196.509342
9.0,9,196.524993
10.0,10,196.544197
10.0,10,196.56281
10.0,10,196.581833
10.0,10,196.595355
9.0,9,196.611857
10.0,10,196.630647
9.0,9,196.645408
8.0,8,196.658291
10.0,10,196.680632
9.0,9,196.699235
11.0,11,196.71701
9.0,9,196.729212
10.0,10,196.747437
9.0,9,196.765072
14.0,14,196.784744
11.0,11,196.801317
14.0,14,196.823842
11.0,11,196.845865
11.0,11,196.864136
15.0,15,196.89045
14.0,14,196.912021
13.0,13,196.944533
19.0,19,196.972519
12.0,12,196.992682
17.0,17,197.027713
14.0,14,197.054821
11.0,11,197.072763
10.0,10,197.087433
9.0,9,197.10515
12.0,12,197.130011
14.0,14,197.151977
12.0,12,197.170912
10.0,10,197.188469
14.0,14,197.21511
14.0,14,197.239249
18.0,18,197.265915
11.0,11,197.283983
10.0,10,197.30212
13.0,13,197.324195
10.0,10,197.338323
10.0,10,197.358691
13.0,13,197.382421
12.0,12,197.401175
14.0,14,197.420553
11.0,11,197.438332
13.0,13,197.461695
9.0,9,197.488011
10.0,10,197.501877
12.0,12,197.524431
11.0,11,197.549335
11.0,11,197.567857
10.0,10,197.581941
10.0,10,197.598563
9.0,9,197.615787
8.0,8,197.628276
12.0,12,197.647369
8.0,8,197.65955
10.0,10,197.681094
10.0,10,197.701698
11.0,11,197.719214
13.0,13,197.738211
13.0,13,197.763032
11.0,11,197.786903
10.0,10,197.800272
11.0,11,197.818424
13.0,13,197.842203
10.0,10,197.859185
10.0,10,197.87254
11.0,11,197.890586
10.0,10,197.912559
9.0,9,197.925779
11.0,11,197.944345
10.0,10,197.959784
11.0,11,197.982609
12.0,12,198.001678
11.0,11,198.01976
11.0,11,198.036578
14.0,14,198.066005
13.0,13,198.085321
16.0,16,198.110512
13.0,13,198.130452
11.0,11,198.153014
11.0,11,198.170752
13.0,13,198.189976
10.0,10,198.207244
11.0,11,198.226767
9.0,9,198.243271
10.0,10,198.257632
11.0,11,198.274555
9.0,9,198.291761
10.0,10,198.30673
9.0,9,198.3199
12.0,12,198.338253
9.0,9,198.356787
13.0,13,198.379208
12.0,12,198.39925
16.0,16,198.424656
18.0,18,198.459273
11.0,11,198.477426
13.0,13,198.496799
13.0,13,198.517256
11.0,11,198.542023
11.0,11,198.559947
11.0,11,198.574841
9.0,9,198.591095
9.0,9,198.608886
9.0,9,198.621943
11.0,11,198.640896
8.0,8,198.652459
10.0,10,198.671332
10.0,10,198.688534
8.0,8,198.703764
9.0,9,198.719619
11.0,11,198.741702
8.0,8,198.754305
10.0,10,198.768628
9.0,9,198.785238
9.0,9,198.802991
10.0,10,198.815675
8.0,8,198.828113
9.0,9,198.844036
9.0,9,198.861742
10.0,10,198.875917
9.0,9,198.8923
9.0,9,198.905613
12.0,12,198.928237
10.0,10,198.943012
10.0,10,198.960416
10.0,10,198.974192
11.0,11,198.996103
9.0,9,199.009092
9.0,9,199.025256
9.0,9,199.041844
9.0,9,199.060266
8.0,8,199.073148
10.0,10,199.0903
9.0,9,199.103355
8.0,8,199.12088
10.0,10,199.135341
10.0,10,199.152603
9.0,9,199.165782
9.0,9,199.183748
9.0,9,199.2102
8.0,8,199.223015
10.0,10,199.237098
10.0,10,199.258822
8.0,8,199.271532
8.0,8,199.283948
10.0,10,199.297872
10.0,10,199.319487
8.0,8,199.33139
10.0,10,199.345369
9.0,9,199.358532
11.0,11,199.383648
10.0,10,199.401119
10.0,10,199.414636
10.0,10,199.431796
11.0,11,199.44959
10.0,10,199.465767
11.0,11,199.482536
9.0,9,199.495461
10.0,10,199.513872
10.0,10,199.533394
9.0,9,199.547477
10.0,10,199.564077
9.0,9,199.582377
11.0,11,199.600286
12.0,12,199.618258
8.0,8,199.631703
9.0,9,199.649884
11.0,11,199.667171
9.0,9,199.680618
10.0,10,199.693815
11.0,11,199.72034
9.0,9,199.733602
10.0,10,199.749809
9.0,9,199.762591
9.0,9,199.780418
8.0,8,199.793119
11.0,11,199.811013
8.0,8,199.822768
10.0,10,199.843943
10.0,10,199.857703
8.0,8,199.870018
9.0,9,199.88227
9.0,9,199.903333
9.0,9,199.917038
8.0,8,199.929014
10.0,10,199.946665
9.0,9,199.969225
10.0,10,199.983829
10.0,10,200.001073
9.0,9,200.01379
12.0,12,200.03659
10.0,10,200.052506
11.0,11,200.072275
10.0,10,200.088872
9.0,9,200.106932
11.0,11,200.125912
10.0,10,200.140915
9.0,9,200.154372
10.0,10,200.177196
8.0,8,200.190257
10.0,10,200.204454
9.0,9,200.221236
9.0,9,200.239431
9.0,9,200.252823
10.0,10,200.269701
10.0,10,200.284109
11.0,11,200.306889
10.0,10,200.319946
9.0,9,200.335979
10.0,10,200.350294
11.0,11,200.372247
10.0,10,200.387381
10.0,10,200.406
9.0,9,200.419615
10.0,10,200.44242
10.0,10,200.456531
11.0,11,200.474824
10.0,10,200.488883
11.0,11,200.510852
8.0,8,200.52524
10.0,10,200.543681
10.0,10,200.557087
8.0,8,200.574095
9.0,9,200.586622
10.0,10,200.604358
10.0,10,200.617076
8.0,8,200.633544
9.0,9,200.651582
11.0,11,200.665632
8.0,8,200.678367
9.0,9,200.699812
8.0,8,200.712296
9.0,9,200.727513
9.0,9,200.742522
12.0,12,200.766164
9.0,9,200.780425
10.0,10,200.798121
8.0,8,200.811672
10.0,10,200.83165
9.0,9,200.850829
9.0,9,200.864082
10.0,10,200.878922
9.0,9,200.901868
9.0,9,200.926949
16.0,16,200.951874
16.0,16,200.976695
18.0,18,201.007746
20.0,20,201.038699
14.0,14,201.062427
10.0,10,201.076815
9.0,9,201.098454
11.0,11,201.112548
9.0,9,201.12911
10.0,10,201.143719
10.0,10,201.165694
9.0,9,201.178884
9.0,9,201.192091
9.0,9,201.205341
11.0,11,201.226861
11.0,11,201.244265
11.0,11,201.268165
12.0,12,201.285588
9.0,9,201.303313
10.0,10,201.316805
9.0,9,201.332499
14.0,14,201.35188
11.0,11,201.374574
14.0,14,201.393224
11.0,11,201.413153
15.0,15,201.437521
14.0,14,201.461611
11.0,11,201.479234
11.0,11,201.496206
10.0,10,201.510188
9.0,9,201.532161
10.0,10,201.545939
9.0,9,201.558311
10.0,10,201.575765
9.0,9,201.592893
8.0,8,201.605532
10.0,10,201.62265
10.0,10,201.636302
10.0,10,201.658111
13.0,13,201.676816
10.0,10,201.689983
10.0,10,201.70732
10.0,10,201.725264
10.0,10,201.744331
10.0,10,201.759081
10.0,10,201.775818
9.0,9,201.793146
10.0,10,201.811178
9.0,9,201.825023
12.0,12,201.843283
8.0,8,201.862564
10.0,10,201.877461
10.0,10,201.895939
11.0,11,201.91592
9.0,9,201.935482
9.0,9,201.950354
9.0,9,201.965598
9.0,9,201.984395
12.0,12,202.00884
9.0,9,202.02226
10.0,10,202.036851
9.0,9,202.053735
10.0,10,202.072859
10.0,10,202.095046
9.0,9,202.110014
10.0,10,202.124245
8.0,8,202.143068
9.0,9,202.161468
12.0,12,202.180351
11.0,11,202.194267
12.0,12,202.21806
9.0,9,202.235241
13.0,13,202.253646
9.0,9,202.267057
11.0,11,202.290751
9.0,9,202.304087
10.0,10,202.320501
9.0,9,202.333752
10.0,10,202.353253
9.0,9,202.369948
11.0,11,202.383404
11.0,11,202.400027
8.0,8,202.418755
14.0,14,202.442606
9.0,9,202.455849
9.0,9,202.469561
10.0,10,202.491792
8.0,8,202.504266
9.0,9,202.517775
10.0,10,202.533092
12.0,12,202.556781
9.0,9,202.572686
9.0,9,202.585161
9.0,9,202.598235
9.0,9,202.61525
9.0,9,202.642674
10.0,10,202.656431
9.0,9,202.669524
9.0,9,202.690297
11.0,11,202.70437
9.0,9,202.721131
11.0,11,202.735001
10.0,10,202.758671
9.0,9,202.77149
9.0,9,202.784742
10.0,10,202.801811
8.0,8,202.819211
10.0,10,202.833448
9.0,9,202.849925
11.0,11,202.864072
10.0,10,202.885898
9.0,9,202.898887
8.0,8,202.911294
8.0,8,202.923805
8.0,8,202.942856
10.0,10,202.961085
10.0,10,202.97447
10.0,10,202.992135
11.0,11,203.010789
11.0,11,203.028724
10.0,10,203.045959
9.0,9,203.060146
10.0,10,203.080481
13.0,13,203.105331
10.0,10,203.119801
8.0,8,203.132654
10.0,10,203.155173
8.0,8,203.167991
9.0,9,203.180655
9.0,9,203.193211
9.0,9,203.2111
8.0,8,203.223674
10.0,10,203.241361
10.0,10,203.25526
9.0,9,203.275932
8.0,8,203.28821
9.0,9,203.301188
10.0,10,203.314884
10.0,10,203.336179
10.0,10,203.349431
11.0,11,203.367027
10.0,10,203.38396
14.0,14,203.407873
17.0,17,203.434597
17.0,17,203.463212
12.0,12,203.482543
14.0,14,203.506058
11.0,11,203.524958
10.0,10,203.539703
8.0,8,203.552352
12.0,12,203.57507
9.0,9,203.59123
9.0,9,203.60417
10.0,10,203.618009
11.0,11,203.640102
10.0,10,203.657267
9.0,9,203.670269
12.0,12,203.688082
10.0,10,203.707546
10.0,10,203.724576
10.0,10,203.739557
10.0,10,203.758571
17.0,17,203.792368
18.0,18,203.8231
15.0,15,203.844968
15.0,15,203.87051
18.0,18,203.90866
19.0,19,203.939268
17.0,17,203.972245
10.0,10,203.988006
9.0,9,204.009371
10.0,10,204.029739
14.0,14,204.056056
10.0,10,204.073442
14.0,14,204.10051
9.0,9,204.118912
10.0,10,204.133199
13.0,13,204.152239
17.0,17,204.187168
9.0,9,204.200584
13.0,13,204.220283
15.0,15,204.245318
14.0,14,204.270264
13.0,13,204.292991
14.0,14,204.315703
15.0,15,204.343935
18.0,18,204.389052
20.0,20,204.424
13.0,13,204.449163
11.0,11,204.467049
11.0,11,204.49885
10.0,10,204.520349
8.0,8,204.534186
12.0,12,204.553724
8.0,8,204.574778
9.0,9,204.588689
9.0,9,204.603725
9.0,9,204.621704
9.0,9,204.649125
9.0,9,204.662683
9.0,9,204.677207
8.0,8,204.690624
9.0,9,204.709746
9.0,9,204.726497
10.0,10,204.740568
10.0,10,204.75731
8.0,8,204.774814
9.0,9,204.789088
8.0,8,204.80163
10.0,10,204.815645
9.0,9,204.837192
8.0,8,204.849825
10.0,10,204.862795
10.0,10,204.880093
10.0,10,204.897805
11.0,11,204.916601
9.0,9,204.92969
9.0,9,204.943156
12.0,12,204.966334
9.0,9,204.984234
10.0,10,204.998139
11.0,11,205.016264
10.0,10,205.03441
10.0,10,205.051251
10.0,10,205.065363
10.0,10,205.082412
9.0,9,205.100396
10.0,10,205.117517
11.0,11,205.132775
10.0,10,205.15373
9.0,9,205.175472
9.0,9,205.188217
10.0,10,205.206319
9.0,9,205.21982
9.0,9,205.237728
9.0,9,205.253766
9.0,9,205.267006
10.0,10,205.281002
10.0,10,205.302916
8.0,8,205.315245
10.0,10,205.328992
9.0,9,205.345304
9.0,9,205.36247
9.0,9,205.376762
15.0,15,205.39957
10.0,10,205.41349
10.0,10,205.435115
10.0,10,205.448866
9.0,9,205.465448
9.0,9,205.478494
9.0,9,205.496231
10.0,10,205.51337
9.0,9,205.526638
10.0,10,205.540591
11.0,11,205.562718
10.0,10,205.579421
10.0,10,205.593389
9.0,9,205.606143
13.0,13,205.636036
14.0,14,205.655312
13.0,13,205.674398
16.0,16,205.701098
19.0,19,205.739126
15.0,15,205.765754
18.0,18,205.794148
18.0,18,205.825541
16.0,16,205.856192
17.0,17,205.882075
14.0,14,205.90572
8.0,8,205.918628
10.0,10,205.936755
9.0,9,205.949609
10.0,10,205.966475
8.0,8,205.979141
10.0,10,205.9978
8.0,8,206.01043
8.0,8,206.022411
10.0,10,206.039409
10.0,10,206.057585
10.0,10,206.074449
8.0,8,206.087087
9.0,9,206.110961
8.0,8,206.128118
9.0,9,206.141819
9.0,9,206.159822
10.0,10,206.174367
11.0,11,206.19757
10.0,10,206.212083
8.0,8,206.22576
11.0,11,206.243797
9.0,9,206.262909
9.0,9,206.281172
9.0,9,206.295461
9.0,9,206.309675
9.0,9,206.328727
8.0,8,206.341265
9.0,9,206.357992
9.0,9,206.370739
9.0,9,206.389557
11.0,11,206.407584
9.0,9,206.42089
9.0,9,206.434225
10.0,10,206.455645
10.0,10,206.469623
11.0,11,206.487576
11.0,11,206.505574
18.0,18,206.536548
13.0,13,206.559289
17.0,17,206.585039
